ID,level_lower_limit,level_upper_limit,task_type,parm1,parm2,parm3,parm4,value,random_probability,reward_type1,reward_id1,reward_num1,reward_type2,reward_id2,reward_num2,desc
800071,8,8,6,0,armor|equip|consume,2,1,5,1000,chest,45,1,resource,500001,10,Use 5 items cost 2 or more in Battle/Practice Mode
800072,8,8,6,0,armor|equip|consume,3,1,4,1000,chest,45,1,resource,500001,10,Use 4 items cost 3 or more in Battle/Practice Mode
800073,8,8,6,0,armor|equip|consume,4,1,3,1000,chest,45,1,resource,500001,10,Use 3 items cost 4 or more in Battle/Practice Mode
800074,8,8,3,0,0,0,0,1,1000,chest,45,1,resource,500001,10,Win 1 match in Battle/Practice Mode
800075,8,8,6,0,monster|armor|equip|consume,2,2,4,1000,chest,45,1,resource,500001,10,Use 4 cards cost 2 or less in Battle/Practice Mode
800076,8,8,6,0,monster|armor|equip|consume,3,2,5,1000,chest,45,1,resource,500001,10,Use 5 cards cost 3 or less in Battle/Practice Mode
800077,8,8,6,0,monster|armor|equip|consume,4,2,6,1000,chest,45,1,resource,500001,10,Use 6 cards cost 4 or less in Battle/Practice Mode
800078,8,8,6,0,monster|armor|equip|consume,2,1,5,1000,chest,45,1,resource,500001,10,Use 5 cards cost 2 or more in Battle/Practice Mode
800079,8,8,6,0,monster|armor|equip|consume,3,1,4,1000,chest,45,1,resource,500001,10,Use 4 cards cost 3 or more in Battle/Practice Mode
800080,8,8,6,0,monster|armor|equip|consume,4,1,3,1000,chest,45,1,resource,500001,10,Use 3 cards cost 4 or more in Battle/Practice Mode
800081,8,8,3,0,0,0,0,1,1000,chest,45,1,resource,500001,10,Win 1 match in Battle/Practice Mode
800082,8,8,8,0,0,0,0,2,15000,chest,45,1,resource,500001,10,Win 2 matches in Advance Mode
900001,9,9,2,war,monster,2,0,1,334,chest,46,1,resource,500001,10,Summon 2 War clan cards(red) in Battle/Practice Mode and win
900002,9,9,2,fortune,monster,2,0,1,334,chest,46,1,resource,500001,10,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
900003,9,9,2,balance,monster,2,0,1,334,chest,46,1,resource,500001,10,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
900004,9,9,2,nature,monster,2,0,1,334,chest,46,1,resource,500001,10,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
900005,9,9,2,chaos,monster,2,0,1,334,chest,46,1,resource,500001,10,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
900006,9,9,2,war|fortune,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
900007,9,9,2,war|balance,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
900008,9,9,2,war|nature,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
900009,9,9,2,war|chaos,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
900010,9,9,2,fortune|balance,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
900011,9,9,2,fortune|nature,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
900012,9,9,2,fortune|chaos,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
900013,9,9,2,balance|nature,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
900014,9,9,2,balance|chaos,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
900015,9,9,2,nature|chaos,monster,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
900016,9,9,2,war,armor|equip|consume,2,0,1,334,chest,46,1,resource,500001,10,Use 2 War clan items(red) in Battle/Practice Mode and win
900017,9,9,2,fortune,armor|equip|consume,2,0,1,334,chest,46,1,resource,500001,10,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
900018,9,9,2,balance,armor|equip|consume,2,0,1,334,chest,46,1,resource,500001,10,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
900019,9,9,2,nature,armor|equip|consume,2,0,1,334,chest,46,1,resource,500001,10,Use 2 Nature clan items(green) in Battle/Practice Mode and win
900020,9,9,2,chaos,armor|equip|consume,2,0,1,334,chest,46,1,resource,500001,10,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
900021,9,9,2,all,armor|equip|consume,2,0,1,334,chest,46,1,resource,500001,10,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
900022,9,9,2,war|fortune,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
900023,9,9,2,war|balance,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
900024,9,9,2,war|nature,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
900025,9,9,2,war|chaos,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
900026,9,9,2,war|all,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
900027,9,9,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
900028,9,9,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
900029,9,9,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
900030,9,9,2,fortune|all,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
900031,9,9,2,balance|nature,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
900032,9,9,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
900033,9,9,2,balance|all,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
900034,9,9,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
900035,9,9,2,nature|all,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
900036,9,9,2,chaos|all,armor|equip|consume,3,0,1,334,chest,46,1,resource,500001,10,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
900037,9,9,2,war,monster|armor|equip|consume,4,0,1,334,chest,46,1,resource,500001,10,Use 4 War clan items(red) in Battle/Practice Mode and win
900038,9,9,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,46,1,resource,500001,10,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
900039,9,9,2,balance,monster|armor|equip|consume,4,0,1,334,chest,46,1,resource,500001,10,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
900040,9,9,2,nature,monster|armor|equip|consume,4,0,1,334,chest,46,1,resource,500001,10,Use 4 Nature clan items(green) in Battle/Practice Mode and win
900041,9,9,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,46,1,resource,500001,10,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
900042,9,9,2,all,monster|armor|equip|consume,4,0,1,334,chest,46,1,resource,500001,10,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
900043,9,9,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
900044,9,9,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
900045,9,9,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
900046,9,9,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
900047,9,9,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
900048,9,9,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
900049,9,9,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
900050,9,9,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
900051,9,9,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
900052,9,9,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
900053,9,9,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
900054,9,9,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
900055,9,9,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
900056,9,9,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
900057,9,9,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,46,1,resource,500001,10,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
900058,9,9,3,0,0,0,0,1,14962,chest,46,1,resource,500001,10,Win 1 match in Battle/Practice Mode
900059,9,9,4,0,0,0,0,6,15000,chest,46,1,resource,500001,10,Defeat 6 monsters in Battle/Practice Mode
900060,9,9,5,0,0,0,0,6,15000,chest,46,1,resource,500001,10,Use 6 items in Battle/Practice Mode
900061,9,9,6,0,monster,2,2,4,1000,chest,46,1,resource,500001,10,Summon 4 monsters cost 2 or less in Battle/Practice Mode
900062,9,9,6,0,monster,3,2,5,1000,chest,46,1,resource,500001,10,Summon 5 monsters cost 3 or less in Battle/Practice Mode
900063,9,9,6,0,monster,4,2,6,1000,chest,46,1,resource,500001,10,Summon 6 monsters cost 4 or less in Battle/Practice Mode
900064,9,9,6,0,monster,2,1,5,1000,chest,46,1,resource,500001,10,Summon 5 monsters cost 2 or more in Battle/Practice Mode
900065,9,9,6,0,monster,3,1,4,1000,chest,46,1,resource,500001,10,Summon 4 monsters cost 3 or more in Battle/Practice Mode
900066,9,9,6,0,monster,4,1,3,1000,chest,46,1,resource,500001,10,Summon 3 monsters cost 4 or more in Battle/Practice Mode
900067,9,9,3,0,0,0,0,1,1000,chest,46,1,resource,500001,10,Win 1 match in Battle/Practice Mode
900068,9,9,6,0,armor|equip|consume,2,2,4,1000,chest,46,1,resource,500001,10,Use 4 items cost 2 or less in Battle/Practice Mode
900069,9,9,6,0,armor|equip|consume,3,2,5,1000,chest,46,1,resource,500001,10,Use 5 items cost 3 or less in Battle/Practice Mode
900070,9,9,6,0,armor|equip|consume,4,2,6,1000,chest,46,1,resource,500001,10,Use 6 items cost 4 or less in Battle/Practice Mode
900071,9,9,6,0,armor|equip|consume,2,1,5,1000,chest,46,1,resource,500001,10,Use 5 items cost 2 or more in Battle/Practice Mode
900072,9,9,6,0,armor|equip|consume,3,1,4,1000,chest,46,1,resource,500001,10,Use 4 items cost 3 or more in Battle/Practice Mode
900073,9,9,6,0,armor|equip|consume,4,1,3,1000,chest,46,1,resource,500001,10,Use 3 items cost 4 or more in Battle/Practice Mode
900074,9,9,3,0,0,0,0,1,1000,chest,46,1,resource,500001,10,Win 1 match in Battle/Practice Mode
900075,9,9,6,0,monster|armor|equip|consume,2,2,4,1000,chest,46,1,resource,500001,10,Use 4 cards cost 2 or less in Battle/Practice Mode
900076,9,9,6,0,monster|armor|equip|consume,3,2,5,1000,chest,46,1,resource,500001,10,Use 5 cards cost 3 or less in Battle/Practice Mode
900077,9,9,6,0,monster|armor|equip|consume,4,2,6,1000,chest,46,1,resource,500001,10,Use 6 cards cost 4 or less in Battle/Practice Mode
900078,9,9,6,0,monster|armor|equip|consume,2,1,5,1000,chest,46,1,resource,500001,10,Use 5 cards cost 2 or more in Battle/Practice Mode
900079,9,9,6,0,monster|armor|equip|consume,3,1,4,1000,chest,46,1,resource,500001,10,Use 4 cards cost 3 or more in Battle/Practice Mode
900080,9,9,6,0,monster|armor|equip|consume,4,1,3,1000,chest,46,1,resource,500001,10,Use 3 cards cost 4 or more in Battle/Practice Mode
900081,9,9,3,0,0,0,0,1,1000,chest,46,1,resource,500001,10,Win 1 match in Battle/Practice Mode
900082,9,9,8,0,0,0,0,2,15000,chest,46,1,resource,500001,10,Win 2 matches in Advance Mode
1000001,10,10,2,war,monster,2,0,1,334,chest,47,1,resource,500001,10,Summon 2 War clan cards(red) in Battle/Practice Mode and win
1000002,10,10,2,fortune,monster,2,0,1,334,chest,47,1,resource,500001,10,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
1000003,10,10,2,balance,monster,2,0,1,334,chest,47,1,resource,500001,10,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
1000004,10,10,2,nature,monster,2,0,1,334,chest,47,1,resource,500001,10,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
1000005,10,10,2,chaos,monster,2,0,1,334,chest,47,1,resource,500001,10,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
1000006,10,10,2,war|fortune,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
1000007,10,10,2,war|balance,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
1000008,10,10,2,war|nature,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
1000009,10,10,2,war|chaos,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1000010,10,10,2,fortune|balance,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
1000011,10,10,2,fortune|nature,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
1000012,10,10,2,fortune|chaos,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1000013,10,10,2,balance|nature,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
1000014,10,10,2,balance|chaos,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1000015,10,10,2,nature|chaos,monster,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1000016,10,10,2,war,armor|equip|consume,2,0,1,334,chest,47,1,resource,500001,10,Use 2 War clan items(red) in Battle/Practice Mode and win
1000017,10,10,2,fortune,armor|equip|consume,2,0,1,334,chest,47,1,resource,500001,10,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
1000018,10,10,2,balance,armor|equip|consume,2,0,1,334,chest,47,1,resource,500001,10,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
1000019,10,10,2,nature,armor|equip|consume,2,0,1,334,chest,47,1,resource,500001,10,Use 2 Nature clan items(green) in Battle/Practice Mode and win
1000020,10,10,2,chaos,armor|equip|consume,2,0,1,334,chest,47,1,resource,500001,10,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
1000021,10,10,2,all,armor|equip|consume,2,0,1,334,chest,47,1,resource,500001,10,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
1000022,10,10,2,war|fortune,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
1000023,10,10,2,war|balance,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
1000024,10,10,2,war|nature,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
1000025,10,10,2,war|chaos,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
1000026,10,10,2,war|all,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
1000027,10,10,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
1000028,10,10,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
1000029,10,10,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
1000030,10,10,2,fortune|all,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
1000031,10,10,2,balance|nature,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
1000032,10,10,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
1000033,10,10,2,balance|all,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
1000034,10,10,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
1000035,10,10,2,nature|all,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
1000036,10,10,2,chaos|all,armor|equip|consume,3,0,1,334,chest,47,1,resource,500001,10,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
1000037,10,10,2,war,monster|armor|equip|consume,4,0,1,334,chest,47,1,resource,500001,10,Use 4 War clan items(red) in Battle/Practice Mode and win
1000038,10,10,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,47,1,resource,500001,10,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
1000039,10,10,2,balance,monster|armor|equip|consume,4,0,1,334,chest,47,1,resource,500001,10,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
1000040,10,10,2,nature,monster|armor|equip|consume,4,0,1,334,chest,47,1,resource,500001,10,Use 4 Nature clan items(green) in Battle/Practice Mode and win
1000041,10,10,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,47,1,resource,500001,10,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
1000042,10,10,2,all,monster|armor|equip|consume,4,0,1,334,chest,47,1,resource,500001,10,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
1000043,10,10,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
1000044,10,10,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
1000045,10,10,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
1000046,10,10,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
1000047,10,10,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
1000048,10,10,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
1000049,10,10,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
1000050,10,10,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
1000051,10,10,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
1000052,10,10,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
1000053,10,10,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
1000054,10,10,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
1000055,10,10,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
1000056,10,10,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
1000057,10,10,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,47,1,resource,500001,10,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
1000058,10,10,3,0,0,0,0,1,14962,chest,47,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1000059,10,10,4,0,0,0,0,6,15000,chest,47,1,resource,500001,10,Defeat 6 monsters in Battle/Practice Mode
1000060,10,10,5,0,0,0,0,6,15000,chest,47,1,resource,500001,10,Use 6 items in Battle/Practice Mode
1000061,10,10,6,0,monster,2,2,4,1000,chest,47,1,resource,500001,10,Summon 4 monsters cost 2 or less in Battle/Practice Mode
1000062,10,10,6,0,monster,3,2,5,1000,chest,47,1,resource,500001,10,Summon 5 monsters cost 3 or less in Battle/Practice Mode
1000063,10,10,6,0,monster,4,2,6,1000,chest,47,1,resource,500001,10,Summon 6 monsters cost 4 or less in Battle/Practice Mode
1000064,10,10,6,0,monster,2,1,5,1000,chest,47,1,resource,500001,10,Summon 5 monsters cost 2 or more in Battle/Practice Mode
1000065,10,10,6,0,monster,3,1,4,1000,chest,47,1,resource,500001,10,Summon 4 monsters cost 3 or more in Battle/Practice Mode
1000066,10,10,6,0,monster,4,1,3,1000,chest,47,1,resource,500001,10,Summon 3 monsters cost 4 or more in Battle/Practice Mode
1000067,10,10,3,0,0,0,0,1,1000,chest,47,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1000068,10,10,6,0,armor|equip|consume,2,2,4,1000,chest,47,1,resource,500001,10,Use 4 items cost 2 or less in Battle/Practice Mode
1000069,10,10,6,0,armor|equip|consume,3,2,5,1000,chest,47,1,resource,500001,10,Use 5 items cost 3 or less in Battle/Practice Mode
1000070,10,10,6,0,armor|equip|consume,4,2,6,1000,chest,47,1,resource,500001,10,Use 6 items cost 4 or less in Battle/Practice Mode
1000071,10,10,6,0,armor|equip|consume,2,1,5,1000,chest,46,1,resource,500001,10,Use 5 items cost 2 or more in Battle/Practice Mode
1000072,10,10,6,0,armor|equip|consume,3,1,4,1000,chest,47,1,resource,500001,10,Use 4 items cost 3 or more in Battle/Practice Mode
1000073,10,10,6,0,armor|equip|consume,4,1,3,1000,chest,47,1,resource,500001,10,Use 3 items cost 4 or more in Battle/Practice Mode
1000074,10,10,3,0,0,0,0,1,1000,chest,47,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1000075,10,10,6,0,monster|armor|equip|consume,2,2,4,1000,chest,47,1,resource,500001,10,Use 4 cards cost 2 or less in Battle/Practice Mode
1000076,10,10,6,0,monster|armor|equip|consume,3,2,5,1000,chest,47,1,resource,500001,10,Use 5 cards cost 3 or less in Battle/Practice Mode
1000077,10,10,6,0,monster|armor|equip|consume,4,2,6,1000,chest,47,1,resource,500001,10,Use 6 cards cost 4 or less in Battle/Practice Mode
1000078,10,10,6,0,monster|armor|equip|consume,2,1,5,1000,chest,47,1,resource,500001,10,Use 5 cards cost 2 or more in Battle/Practice Mode
1000079,10,10,6,0,monster|armor|equip|consume,3,1,4,1000,chest,47,1,resource,500001,10,Use 4 cards cost 3 or more in Battle/Practice Mode
1000080,10,10,6,0,monster|armor|equip|consume,4,1,3,1000,chest,47,1,resource,500001,10,Use 3 cards cost 4 or more in Battle/Practice Mode
1000081,10,10,3,0,0,0,0,1,1000,chest,47,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1000082,10,10,8,0,0,0,0,2,15000,chest,47,1,resource,500001,10,Win 2 matches in Advance Mode
1100001,11,11,2,war,monster,2,0,1,334,chest,48,1,resource,500001,10,Summon 2 War clan cards(red) in Battle/Practice Mode and win
1100002,11,11,2,fortune,monster,2,0,1,334,chest,48,1,resource,500001,10,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
1100003,11,11,2,balance,monster,2,0,1,334,chest,48,1,resource,500001,10,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
