ID,group_id,level,name,type,quality,kind,hp,flags,res_path,cost,score,deck_limit,p1n,p1v,p2n,p2v,p3n,p3v
130024,13002,4,Ghostshield,monster,normal,balance,8,1,ghostshield,3,100,2,magic,2,mshield,2,,
130025,13002,5,Ghostshield,monster,normal,balance,9,1,ghostshield,3,120,2,magic,2,mshield,3,,
130031,13003,1,Bookworm,monster,normal,balance,4,1,bookworm,2,40,2,magic,2,antimagic,1,,
130032,13003,2,Bookworm,monster,normal,balance,5,1,bookworm,2,60,2,magic,2,antimagic,1,,
130033,13003,3,Bookworm,monster,normal,balance,6,1,bookworm,2,80,2,magic,2,antimagic,2,,
130034,13003,4,Bookworm,monster,normal,balance,7,1,bookworm,2,100,2,magic,2,antimagic,2,,
130035,13003,5,Bookworm,monster,normal,balance,8,1,bookworm,2,120,2,magic,2,antimagic,3,,
130041,13004,1,Snakecharmer,monster,rare,balance,5,1,snakecharmer,3,80,2,magic,2,reflect,1,,
130042,13004,2,Snakecharmer,monster,rare,balance,6,1,snakecharmer,3,120,2,magic,2,reflect,2,,
130043,13004,3,Snakecharmer,monster,rare,balance,7,1,snakecharmer,3,160,2,magic,2,reflect,2,mshield,1
130044,13004,4,Snakecharmer,monster,rare,balance,8,1,snakecharmer,3,200,2,magic,2,reflect,3,mshield,1
130045,13004,5,Snakecharmer,monster,rare,balance,9,1,snakecharmer,3,240,2,magic,2,reflect,3,mshield,2
130046,13004,6,Snakecharmer,monster,rare,balance,10,1,snakecharmer,3,280,2,magic,2,reflect,4,mshield,2
130051,13005,1,Fishcat,monster,rare,balance,5,1,fishcat,3,80,2,magic,2,antimagic,1,,
130052,13005,2,Fishcat,monster,rare,balance,6,1,fishcat,3,120,2,magic,2,antimagic,2,,
130053,13005,3,Fishcat,monster,rare,balance,7,1,fishcat,3,160,2,magic,2,antimagic,2,shield,1
130054,13005,4,Fishcat,monster,rare,balance,8,1,fishcat,3,200,2,magic,2,antimagic,3,shield,1
130055,13005,5,Fishcat,monster,rare,balance,9,1,fishcat,3,240,2,magic,2,antimagic,3,shield,2
130056,13005,6,Fishcat,monster,rare,balance,10,1,fishcat,3,280,2,magic,2,antimagic,4,shield,2
130061,13006,1,Frosty,monster,rare,balance,6,1,frosty,4,80,2,magic,3,mshield,2,,
130062,13006,2,Frosty,monster,rare,balance,7,1,frosty,4,120,2,magic,3,mshield,3,,
130063,13006,3,Frosty,monster,rare,balance,8,1,frosty,4,160,2,magic,3,mshield,3,counter,2
130064,13006,4,Frosty,monster,rare,balance,9,1,frosty,4,200,2,magic,3,mshield,4,counter,2
130065,13006,5,Frosty,monster,rare,balance,10,1,frosty,4,240,2,magic,3,mshield,4,counter,3
130066,13006,6,Frosty,monster,rare,balance,11,1,frosty,4,280,2,magic,3,mshield,5,counter,3
130071,13007,1,Snailmail,monster,rarity,balance,5,1,snailmail,3,160,2,melee,1,shield,1,,
130072,13007,2,Snailmail,monster,rarity,balance,6,1,snailmail,3,240,2,melee,1,shield,2,,
130073,13007,3,Snailmail,monster,rarity,balance,7,1,snailmail,3,320,2,melee,1,shield,2,mshield,1
130074,13007,4,Snailmail,monster,rarity,balance,8,1,snailmail,3,400,2,melee,1,shield,3,mshield,2
130075,13007,5,Snailmail,monster,rarity,balance,9,1,snailmail,3,480,2,melee,1,shield,3,mshield,2
130076,13007,6,Snailmail,monster,rarity,balance,10,1,snailmail,3,560,2,melee,1,shield,4,mshield,3
130077,13007,7,Snailmail,monster,rarity,balance,10,1,snailmail,3,640,2,melee,1,shield,4,mshield,3
130081,13008,1,Summitwitch,monster,rarity,balance,4,1,summitwitch,2,160,2,magic,1,antimagic,1,,
130082,13008,2,Summitwitch,monster,rarity,balance,5,1,summitwitch,2,240,2,magic,1,antimagic,2,,
130083,13008,3,Summitwitch,monster,rarity,balance,6,1,summitwitch,2,320,2,magic,1,antimagic,2,reflect,1
130084,13008,4,Summitwitch,monster,rarity,balance,7,1,summitwitch,2,400,2,magic,1,antimagic,3,reflect,2
130085,13008,5,Summitwitch,monster,rarity,balance,8,1,summitwitch,2,480,2,magic,1,antimagic,3,reflect,2
130086,13008,6,Summitwitch,monster,rarity,balance,8,1,summitwitch,2,560,2,magic,1,antimagic,4,reflect,3
130087,13008,7,Summitwitch,monster,rarity,balance,8,1,summitwitch,2,640,2,magic,1,antimagic,4,reflect,3
130091,13009,1,Rock Monster,monster,epic,balance,6,1,rock_monster,4,320,2,melee,1,shield,2,,
130092,13009,2,Rock Monster,monster,epic,balance,7,1,rock_monster,4,480,2,melee,1,shield,3,thorns,2
130093,13009,3,Rock Monster,monster,epic,balance,8,1,rock_monster,4,640,2,melee,1,shield,3,thorns,3
130094,13009,4,Rock Monster,monster,epic,balance,9,1,rock_monster,4,800,2,melee,1,shield,4,thorns,3
130095,13009,5,Rock Monster,monster,epic,balance,10,1,rock_monster,4,960,2,melee,1,shield,4,thorns,4
130096,13009,6,Rock Monster,monster,epic,balance,11,1,rock_monster,4,1120,2,melee,1,shield,5,thorns,4
130097,13009,7,Rock Monster,monster,epic,balance,11,1,rock_monster,4,1280,2,melee,1,shield,5,thorns,5
130098,13009,8,Rock Monster,monster,epic,balance,11,1,rock_monster,4,1440,2,melee,1,shield,6,thorns,5
130101,13010,1,Plaster,monster,rare,balance,5,1,plaster,3,80,2,melee,2,shield,1,,
130102,13010,2,Plaster,monster,rare,balance,6,1,plaster,3,120,2,melee,2,shield,2,,
130103,13010,3,Plaster,monster,rare,balance,7,1,plaster,3,160,2,melee,2,shield,2,mshield,1
130104,13010,4,Plaster,monster,rare,balance,8,1,plaster,3,200,2,melee,2,shield,3,mshield,1
130105,13010,5,Plaster,monster,rare,balance,9,1,plaster,3,240,2,melee,2,shield,3,mshield,2
130106,13010,6,Plaster,monster,rare,balance,10,1,plaster,3,280,2,melee,2,shield,4,mshield,2
130111,13011,1,Murble,monster,rarity,balance,6,1,murble,4,160,2,magic,2,reflect,2,,
130112,13011,2,Murble,monster,rarity,balance,7,1,murble,4,240,2,magic,2,reflect,3,,
130113,13011,3,Murble,monster,rarity,balance,8,1,murble,4,320,2,magic,2,reflect,3,mshield,2
130114,13011,4,Murble,monster,rarity,balance,9,1,murble,4,400,2,magic,2,reflect,4,mshield,3
130115,13011,5,Murble,monster,rarity,balance,10,1,murble,4,480,2,magic,2,reflect,4,mshield,3
130116,13011,6,Murble,monster,rarity,balance,11,1,murble,4,560,2,magic,2,reflect,5,mshield,4
130117,13011,7,Murble,monster,rarity,balance,11,1,murble,4,640,2,magic,2,reflect,5,mshield,4
130121,13012,1,Moonkey,monster,rarity,balance,4,1,moonkey,2,160,2,magic,1,antimagic,1,,
130122,13012,2,Moonkey,monster,rarity,balance,5,1,moonkey,2,240,2,magic,1,antimagic,2,,
130123,13012,3,Moonkey,monster,rarity,balance,6,1,moonkey,2,320,2,magic,1,antimagic,2,counter,1
130124,13012,4,Moonkey,monster,rarity,balance,7,1,moonkey,2,400,2,magic,1,antimagic,3,counter,2
130125,13012,5,Moonkey,monster,rarity,balance,8,1,moonkey,2,480,2,magic,1,antimagic,3,counter,2
130126,13012,6,Moonkey,monster,rarity,balance,8,1,moonkey,2,560,2,magic,1,antimagic,4,counter,3
130127,13012,7,Moonkey,monster,rarity,balance,8,1,moonkey,2,640,2,magic,1,antimagic,4,counter,3
130131,13013,1,Cloudy,monster,rarity,balance,4,1,cloudy,2,160,2,magic,1,mshield,1,,
130132,13013,2,Cloudy,monster,rarity,balance,5,1,cloudy,2,240,2,magic,1,mshield,2,,
130133,13013,3,Cloudy,monster,rarity,balance,6,1,cloudy,2,320,2,magic,1,mshield,2,cautious,1
130134,13013,4,Cloudy,monster,rarity,balance,7,1,cloudy,2,400,2,magic,1,mshield,3,cautious,2
130135,13013,5,Cloudy,monster,rarity,balance,8,1,cloudy,2,480,2,magic,1,mshield,3,cautious,2
130136,13013,6,Cloudy,monster,rarity,balance,8,1,cloudy,2,560,2,magic,1,mshield,4,cautious,3
130137,13013,7,Cloudy,monster,rarity,balance,8,1,cloudy,2,720,2,magic,1,mshield,4,cautious,3
130141,13014,1,Calamity,monster,epic,balance,5,1,calamity,3,320,2,magic,1,reflect,1,,
130142,13014,2,Calamity,monster,epic,balance,6,1,calamity,3,480,2,magic,1,reflect,2,mshield,1
130143,13014,3,Calamity,monster,epic,balance,7,1,calamity,3,640,2,magic,1,reflect,2,mshield,2
130144,13014,4,Calamity,monster,epic,balance,8,1,calamity,3,800,2,magic,1,reflect,3,mshield,2
130145,13014,5,Calamity,monster,epic,balance,9,1,calamity,3,960,2,magic,1,reflect,3,mshield,3
130146,13014,6,Calamity,monster,epic,balance,10,1,calamity,3,1120,2,magic,1,reflect,4,mshield,3
130147,13014,7,Calamity,monster,epic,balance,10,1,calamity,3,1280,2,magic,1,reflect,4,mshield,4
130148,13014,8,Calamity,monster,epic,balance,10,1,calamity,3,1440,2,magic,1,reflect,5,mshield,4
130151,13015,1,Archmage,monster,epic,balance,4,1,archmage,2,320,2,magic,1,antimagic,1,,
130152,13015,2,Archmage,monster,epic,balance,5,1,archmage,2,480,2,magic,1,antimagic,2,mshield,1
130153,13015,3,Archmage,monster,epic,balance,6,1,archmage,2,640,2,magic,1,antimagic,2,mshield,2
130154,13015,4,Archmage,monster,epic,balance,7,1,archmage,2,800,2,magic,1,antimagic,3,mshield,2
130155,13015,5,Archmage,monster,epic,balance,8,1,archmage,2,960,2,magic,1,antimagic,3,mshield,3
130156,13015,6,Archmage,monster,epic,balance,8,1,archmage,2,1120,2,magic,1,antimagic,4,mshield,3
130157,13015,7,Archmage,monster,epic,balance,8,1,archmage,2,1280,2,magic,1,antimagic,4,mshield,4
130158,13015,8,Archmage,monster,epic,balance,8,1,archmage,2,1440,2,magic,1,antimagic,5,mshield,4
130161,13016,1,Spiked Flake,monster,normal,balance,4,1,spiked_flake,2,40,2,melee,2,mshield,1,,
130162,13016,2,Spiked Flake,monster,normal,balance,5,1,spiked_flake,2,60,2,melee,2,mshield,1,,
130163,13016,3,Spiked Flake,monster,normal,balance,6,1,spiked_flake,2,80,2,melee,2,mshield,2,,
130164,13016,4,Spiked Flake,monster,normal,balance,7,1,spiked_flake,2,100,2,melee,2,mshield,2,,
130165,13016,5,Spiked Flake,monster,normal,balance,8,1,spiked_flake,2,120,2,melee,2,mshield,3,,
130171,13017,1,Magic Worm,monster,normal,balance,5,1,magic_worm,3,40,2,magic,2,counter,1,,
130172,13017,2,Magic Worm,monster,normal,balance,6,1,magic_worm,3,60,2,magic,2,counter,1,,
130173,13017,3,Magic Worm,monster,normal,balance,7,1,magic_worm,3,80,2,magic,2,counter,2,,
130174,13017,4,Magic Worm,monster,normal,balance,8,1,magic_worm,3,100,2,magic,2,counter,2,,
130175,13017,5,Magic Worm,monster,normal,balance,9,1,magic_worm,3,120,2,magic,2,counter,3,,
130181,13018,1,Snail Garder,monster,rare,balance,5,1,snail_garder,3,80,2,melee,2,shield,1,,
130182,13018,2,Snail Garder,monster,rare,balance,6,1,snail_garder,3,120,2,melee,2,shield,2,,
130183,13018,3,Snail Garder,monster,rare,balance,7,1,snail_garder,3,160,2,melee,2,shield,2,boost,1
130184,13018,4,Snail Garder,monster,rare,balance,8,1,snail_garder,3,200,2,melee,2,shield,3,boost,1
130185,13018,5,Snail Garder,monster,rare,balance,9,1,snail_garder,3,240,2,melee,2,shield,3,boost,2
130186,13018,6,Snail Garder,monster,rare,balance,10,1,snail_garder,3,280,2,melee,2,shield,4,boost,2
130191,13019,1,Fishmon,monster,rare,balance,6,1,fishmon,4,80,2,magic,3,antimagic,2,,
130192,13019,2,Fishmon,monster,rare,balance,7,1,fishmon,4,120,2,magic,3,antimagic,3,,
130193,13019,3,Fishmon,monster,rare,balance,8,1,fishmon,4,160,2,magic,3,antimagic,3,reflect,2
130194,13019,4,Fishmon,monster,rare,balance,9,1,fishmon,4,200,2,magic,3,antimagic,4,reflect,2
130195,13019,5,Fishmon,monster,rare,balance,10,1,fishmon,4,240,2,magic,3,antimagic,4,reflect,3
130196,13019,6,Fishmon,monster,rare,balance,11,1,fishmon,4,280,2,magic,3,antimagic,5,reflect,3
140011,14001,1,Gerbip,monster,normal,nature,4,1,gerbip,1,40,2,melee,1,aggro,1,,
140012,14001,2,Gerbip,monster,normal,nature,5,1,gerbip,1,60,2,melee,1,aggro,1,,
140013,14001,3,Gerbip,monster,normal,nature,6,1,gerbip,1,80,2,melee,1,aggro,2,,
140014,14001,4,Gerbip,monster,normal,nature,6,1,gerbip,1,100,2,melee,1,aggro,2,,
140015,14001,5,Gerbip,monster,normal,nature,6,1,gerbip,1,120,2,melee,1,aggro,3,,
140021,14002,1,Mushrhum,monster,normal,nature,4,1,mushrhum,2,40,2,melee,2,thorns,1,,
140022,14002,2,Mushrhum,monster,normal,nature,5,1,mushrhum,2,60,2,melee,2,thorns,1,,
140023,14002,3,Mushrhum,monster,normal,nature,6,1,mushrhum,2,80,2,melee,2,thorns,2,,
140024,14002,4,Mushrhum,monster,normal,nature,7,1,mushrhum,2,100,2,melee,2,thorns,2,,
140025,14002,5,Mushrhum,monster,normal,nature,8,1,mushrhum,2,120,2,melee,2,thorns,3,,
140031,14003,1,Turkey,monster,normal,nature,4,1,kurtey,2,40,2,melee,2,aggro,1,,
140032,14003,2,Turkey,monster,normal,nature,5,1,kurtey,2,60,2,melee,2,aggro,1,,
140033,14003,3,Turkey,monster,normal,nature,6,1,kurtey,2,80,2,melee,2,aggro,2,,
140034,14003,4,Turkey,monster,normal,nature,7,1,kurtey,2,100,2,melee,2,aggro,2,,
140035,14003,5,Turkey,monster,normal,nature,8,1,kurtey,2,120,2,melee,2,aggro,3,,
140041,14004,1,Butterbat,monster,rare,nature,5,1,butterbat,3,80,2,melee,2,thorns,1,,
140042,14004,2,Butterbat,monster,rare,nature,6,1,butterbat,3,120,2,melee,2,thorns,2,,
140043,14004,3,Butterbat,monster,rare,nature,7,1,butterbat,3,160,2,melee,2,thorns,2,reach,1
140044,14004,4,Butterbat,monster,rare,nature,8,1,butterbat,3,200,2,melee,2,thorns,3,reach,1
140045,14004,5,Butterbat,monster,rare,nature,9,1,butterbat,3,240,2,melee,2,thorns,3,reach,2
140046,14004,6,Butterbat,monster,rare,nature,10,1,butterbat,3,280,2,melee,2,thorns,4,reach,2
140051,14005,1,Lapia,monster,rare,nature,4,1,lapia,2,80,2,melee,2,regenerate,1,,
140052,14005,2,Lapia,monster,rare,nature,5,1,lapia,2,120,2,melee,2,regenerate,2,,
140053,14005,3,Lapia,monster,rare,nature,6,1,lapia,2,160,2,melee,2,regenerate,2,shield,1
140054,14005,4,Lapia,monster,rare,nature,7,1,lapia,2,200,2,melee,2,regenerate,3,shield,1
140055,14005,5,Lapia,monster,rare,nature,8,1,lapia,2,240,2,melee,2,regenerate,3,shield,2
140056,14005,6,Lapia,monster,rare,nature,8,1,lapia,2,280,2,melee,2,regenerate,4,shield,2
140061,14006,1,Furryspider,monster,rare,nature,4,1,furryspider,1,80,2,melee,1,thorns,1,,
140062,14006,2,Furryspider,monster,rare,nature,5,1,furryspider,1,120,2,melee,1,thorns,2,,
140063,14006,3,Furryspider,monster,rare,nature,6,1,furryspider,1,160,2,melee,1,thorns,2,reach,1
140064,14006,4,Furryspider,monster,rare,nature,6,1,furryspider,1,200,2,melee,1,thorns,3,reach,1
140065,14006,5,Furryspider,monster,rare,nature,6,1,furryspider,1,240,2,melee,1,thorns,3,reach,2
140066,14006,6,Furryspider,monster,rare,nature,6,1,furryspider,1,280,2,melee,1,thorns,4,reach,2
140071,14007,1,Polar Lizard,monster,rarity,nature,5,1,polar_lizard,3,160,2,melee,1,thorns,1,,
140072,14007,2,Polar Lizard,monster,rarity,nature,6,1,polar_lizard,3,240,2,melee,1,thorns,2,,
140073,14007,3,Polar Lizard,monster,rarity,nature,7,1,polar_lizard,3,320,2,melee,1,thorns,2,shield,1
140074,14007,4,Polar Lizard,monster,rarity,nature,8,1,polar_lizard,3,400,2,melee,1,thorns,3,shield,2
140075,14007,5,Polar Lizard,monster,rarity,nature,9,1,polar_lizard,3,480,2,melee,1,thorns,3,shield,2
140076,14007,6,Polar Lizard,monster,rarity,nature,10,1,polar_lizard,3,560,2,melee,1,thorns,4,shield,3
140077,14007,7,Polar Lizard,monster,rarity,nature,10,1,polar_lizard,3,640,2,melee,1,thorns,4,shield,3
140081,14008,1,Frock,monster,rarity,nature,5,1,frock,3,160,2,melee,1,shield,1,,
140082,14008,2,Frock,monster,rarity,nature,6,1,frock,3,240,2,melee,1,shield,2,,
140083,14008,3,Frock,monster,rarity,nature,7,1,frock,3,320,2,melee,1,shield,2,boost,1
140084,14008,4,Frock,monster,rarity,nature,8,1,frock,3,400,2,melee,1,shield,3,boost,2
140085,14008,5,Frock,monster,rarity,nature,9,1,frock,3,480,2,melee,1,shield,3,boost,2
140086,14008,6,Frock,monster,rarity,nature,10,1,frock,3,560,2,melee,1,shield,4,boost,3
140087,14008,7,Frock,monster,rarity,nature,10,1,frock,3,640,2,melee,1,shield,4,boost,3
140091,14009,1,Flying Snake,monster,epic,nature,5,1,flying_snake,3,320,2,melee,1,thorns,1,,
140092,14009,2,Flying Snake,monster,epic,nature,6,1,flying_snake,3,480,2,melee,1,thorns,2,counter,1
140093,14009,3,Flying Snake,monster,epic,nature,7,1,flying_snake,3,640,2,melee,1,thorns,2,counter,2
140094,14009,4,Flying Snake,monster,epic,nature,8,1,flying_snake,3,800,2,melee,1,thorns,3,counter,2
140095,14009,5,Flying Snake,monster,epic,nature,9,1,flying_snake,3,960,2,melee,1,thorns,3,counter,3
140096,14009,6,Flying Snake,monster,epic,nature,10,1,flying_snake,3,1120,2,melee,1,thorns,4,counter,3
140097,14009,7,Flying Snake,monster,epic,nature,10,1,flying_snake,3,1280,2,melee,1,thorns,4,counter,4
140098,14009,8,Flying Snake,monster,epic,nature,10,1,flying_snake,3,1440,2,melee,1,thorns,5,counter,4
140101,14010,1,Eelectric,monster,rare,nature,4,1,eelectric,2,80,2,melee,2,counter,1,,
140102,14010,2,Eelectric,monster,rare,nature,5,1,eelectric,2,120,2,melee,2,counter,2,,
140103,14010,3,Eelectric,monster,rare,nature,6,1,eelectric,2,160,2,melee,2,counter,2,thorns,1
140104,14010,4,Eelectric,monster,rare,nature,7,1,eelectric,2,200,2,melee,2,counter,3,thorns,1
140105,14010,5,Eelectric,monster,rare,nature,8,1,eelectric,2,240,2,melee,2,counter,3,thorns,2
140106,14010,6,Eelectric,monster,rare,nature,8,1,eelectric,2,280,2,melee,2,counter,4,thorns,2
140111,14011,1,Belican,monster,rarity,nature,4,1,belican,2,160,2,melee,1,regenerate,1,,
140112,14011,2,Belican,monster,rarity,nature,5,1,belican,2,240,2,melee,1,regenerate,2,,
140113,14011,3,Belican,monster,rarity,nature,6,1,belican,2,320,2,melee,1,regenerate,2,aggro,1
140114,14011,4,Belican,monster,rarity,nature,7,1,belican,2,400,2,melee,1,regenerate,3,aggro,2
140115,14011,5,Belican,monster,rarity,nature,8,1,belican,2,480,2,melee,1,regenerate,3,aggro,2
140116,14011,6,Belican,monster,rarity,nature,8,1,belican,2,560,2,melee,1,regenerate,4,aggro,3
140117,14011,7,Belican,monster,rarity,nature,8,1,belican,2,640,2,melee,1,regenerate,4,aggro,3
140121,14012,1,Tiker,monster,rarity,nature,4,1,tiker,2,160,2,melee,1,thorns,1,,
140122,14012,2,Tiker,monster,rarity,nature,5,1,tiker,2,240,2,melee,1,thorns,2,,
140123,14012,3,Tiker,monster,rarity,nature,6,1,tiker,2,320,2,melee,1,thorns,2,aggro,1
140124,14012,4,Tiker,monster,rarity,nature,7,1,tiker,2,400,2,melee,1,thorns,3,aggro,2
140125,14012,5,Tiker,monster,rarity,nature,8,1,tiker,2,480,2,melee,1,thorns,3,aggro,2
140126,14012,6,Tiker,monster,rarity,nature,8,1,tiker,2,560,2,melee,1,thorns,4,aggro,3
140127,14012,7,Tiker,monster,rarity,nature,8,1,tiker,2,640,2,melee,1,thorns,4,aggro,3
140131,14013,1,Sabershark,monster,rarity,nature,9,1,sabershark,6,160,2,melee,5,thorns,3,,
140132,14013,2,Sabershark,monster,rarity,nature,10,1,sabershark,6,240,2,melee,5,thorns,4,,
140133,14013,3,Sabershark,monster,rarity,nature,11,1,sabershark,6,320,2,melee,5,thorns,4,counter,3
140134,14013,4,Sabershark,monster,rarity,nature,12,1,sabershark,6,400,2,melee,5,thorns,5,counter,4
140135,14013,5,Sabershark,monster,rarity,nature,13,1,sabershark,6,480,2,melee,5,thorns,5,counter,4
140136,14013,6,Sabershark,monster,rarity,nature,13,1,sabershark,6,560,2,melee,5,thorns,6,counter,5
140137,14013,7,Sabershark,monster,rarity,nature,13,1,sabershark,6,640,2,melee,5,thorns,6,counter,5
140141,14014,1,Squidiver,monster,epic,nature,4,1,squidiver,2,320,2,melee,1,reach,1,,
140142,14014,2,Squidiver,monster,epic,nature,5,1,squidiver,2,480,2,melee,1,reach,2,thorns,1
140143,14014,3,Squidiver,monster,epic,nature,6,1,squidiver,2,640,2,melee,1,reach,2,thorns,2
140144,14014,4,Squidiver,monster,epic,nature,7,1,squidiver,2,800,2,melee,1,reach,3,thorns,2
140145,14014,5,Squidiver,monster,epic,nature,8,1,squidiver,2,960,2,melee,1,reach,3,thorns,3
140146,14014,6,Squidiver,monster,epic,nature,8,1,squidiver,2,1120,2,melee,1,reach,4,thorns,3
140147,14014,7,Squidiver,monster,epic,nature,8,1,squidiver,2,1280,2,melee,1,reach,4,thorns,4
140148,14014,8,Squidiver,monster,epic,nature,8,1,squidiver,2,1440,2,melee,1,reach,5,thorns,4
140151,14015,1,Kingmushrhum,monster,epic,nature,4,1,kingmushrhum,2,320,2,melee,1,regenerate,1,,
140152,14015,2,Kingmushrhum,monster,epic,nature,5,1,kingmushrhum,2,480,2,melee,1,regenerate,2,aggro,1
140153,14015,3,Kingmushrhum,monster,epic,nature,6,1,kingmushrhum,2,640,2,melee,1,regenerate,2,aggro,2
140154,14015,4,Kingmushrhum,monster,epic,nature,7,1,kingmushrhum,2,800,2,melee,1,regenerate,3,aggro,2
140155,14015,5,Kingmushrhum,monster,epic,nature,8,1,kingmushrhum,2,960,2,melee,1,regenerate,3,aggro,3
140156,14015,6,Kingmushrhum,monster,epic,nature,8,1,kingmushrhum,2,1120,2,melee,1,regenerate,4,aggro,3
140157,14015,7,Kingmushrhum,monster,epic,nature,8,1,kingmushrhum,2,1280,2,melee,1,regenerate,4,aggro,4
140158,14015,8,Kingmushrhum,monster,epic,nature,8,1,kingmushrhum,2,1440,2,melee,1,regenerate,5,aggro,4
140161,14016,1,Armor Spider,monster,normal,nature,5,1,armor_spider,3,40,2,melee,2,shield,1,,
140162,14016,2,Armor Spider,monster,normal,nature,6,1,armor_spider,3,60,2,melee,2,shield,1,,
140163,14016,3,Armor Spider,monster,normal,nature,7,1,armor_spider,3,80,2,melee,2,shield,2,,
140164,14016,4,Armor Spider,monster,normal,nature,8,1,armor_spider,3,100,2,melee,2,shield,2,,
140165,14016,5,Armor Spider,monster,normal,nature,9,1,armor_spider,3,120,2,melee,2,shield,3,,
140171,14017,1,Healmushrhum,monster,normal,nature,5,1,healmushrhum,3,40,2,melee,2,regenerate,1,,
140172,14017,2,Healmushrhum,monster,normal,nature,6,1,healmushrhum,3,60,2,melee,2,regenerate,1,,
140173,14017,3,Healmushrhum,monster,normal,nature,7,1,healmushrhum,3,80,2,melee,2,regenerate,2,,
140174,14017,4,Healmushrhum,monster,normal,nature,8,1,healmushrhum,3,100,2,melee,2,regenerate,2,,
140175,14017,5,Healmushrhum,monster,normal,nature,9,1,healmushrhum,3,120,2,melee,2,regenerate,3,,
140181,14018,1,Vigilant Turkey,monster,rare,nature,4,1,vigilant_turkey,2,80,2,melee,2,aggro,1,,
140182,14018,2,Vigilant Turkey,monster,rare,nature,5,1,vigilant_turkey,2,120,2,melee,2,aggro,2,,
140183,14018,3,Vigilant Turkey,monster,rare,nature,6,1,vigilant_turkey,2,160,2,melee,2,aggro,2,counter,1
140184,14018,4,Vigilant Turkey,monster,rare,nature,7,1,vigilant_turkey,2,200,2,melee,2,aggro,3,counter,1
140185,14018,5,Vigilant Turkey,monster,rare,nature,8,1,vigilant_turkey,2,240,2,melee,2,aggro,3,counter,2
140186,14018,6,Vigilant Turkey,monster,rare,nature,8,1,vigilant_turkey,2,280,2,melee,2,aggro,4,counter,2
140191,14019,1,Cryeel,monster,rare,nature,5,1,cryeel,3,80,2,melee,2,thorns,1,,
140192,14019,2,Cryeel,monster,rare,nature,6,1,cryeel,3,120,2,melee,2,thorns,2,,
140193,14019,3,Cryeel,monster,rare,nature,7,1,cryeel,3,160,2,melee,2,thorns,2,counter,1
140194,14019,4,Cryeel,monster,rare,nature,8,1,cryeel,3,200,2,melee,2,thorns,3,counter,1
140195,14019,5,Cryeel,monster,rare,nature,9,1,cryeel,3,240,2,melee,2,thorns,3,counter,2
140196,14019,6,Cryeel,monster,rare,nature,10,1,cryeel,3,280,2,melee,2,thorns,4,counter,2
150011,15001,1,Staglamite,monster,normal,chaos,4,1,staglamite,2,40,2,melee,2,thorns,1,,
150012,15001,2,Staglamite,monster,normal,chaos,5,1,staglamite,2,60,2,melee,2,thorns,1,,
150013,15001,3,Staglamite,monster,normal,chaos,6,1,staglamite,2,80,2,melee,2,thorns,2,,
150014,15001,4,Staglamite,monster,normal,chaos,7,1,staglamite,2,100,2,melee,2,thorns,2,,
150015,15001,5,Staglamite,monster,normal,chaos,8,1,staglamite,2,120,2,melee,2,thorns,3,,
150021,15002,1,Bloglodyte,monster,normal,chaos,4,1,bloglodyte,2,40,2,melee,2,disease,1,,
150022,15002,2,Bloglodyte,monster,normal,chaos,5,1,bloglodyte,2,60,2,melee,2,disease,1,,
150023,15002,3,Bloglodyte,monster,normal,chaos,6,1,bloglodyte,2,80,2,melee,2,disease,2,,
150024,15002,4,Bloglodyte,monster,normal,chaos,7,1,bloglodyte,2,100,2,melee,2,disease,2,,
150025,15002,5,Bloglodyte,monster,normal,chaos,8,1,bloglodyte,2,120,2,melee,2,disease,3,,
150031,15003,1,Pileogoo,monster,normal,chaos,5,1,pileogoo,3,40,2,melee,2,drain_crystal,1,,
150032,15003,2,Pileogoo,monster,normal,chaos,6,1,pileogoo,3,60,2,melee,2,drain_crystal,1,,
150033,15003,3,Pileogoo,monster,normal,chaos,7,1,pileogoo,3,80,2,melee,2,drain_crystal,2,,
150034,15003,4,Pileogoo,monster,normal,chaos,8,1,pileogoo,3,100,2,melee,2,drain_crystal,2,,
150035,15003,5,Pileogoo,monster,normal,chaos,9,1,pileogoo,3,120,2,melee,2,drain_crystal,3,,
150041,15004,1,Lava Ooze,monster,rare,chaos,4,1,lava_ooze,2,80,2,melee,2,disease,1,,
150042,15004,2,Lava Ooze,monster,rare,chaos,5,1,lava_ooze,2,120,2,melee,2,disease,2,,
150043,15004,3,Lava Ooze,monster,rare,chaos,6,1,lava_ooze,2,160,2,melee,2,disease,2,thorns,1
150044,15004,4,Lava Ooze,monster,rare,chaos,7,1,lava_ooze,2,200,2,melee,2,disease,3,thorns,1
150045,15004,5,Lava Ooze,monster,rare,chaos,8,1,lava_ooze,2,240,2,melee,2,disease,3,thorns,2
150046,15004,6,Lava Ooze,monster,rare,chaos,8,1,lava_ooze,2,280,2,melee,2,disease,4,thorns,2
150051,15005,1,Zombull,monster,rare,chaos,5,1,zombull,3,80,2,melee,2,disease,1,,
150052,15005,2,Zombull,monster,rare,chaos,6,1,zombull,3,120,2,melee,2,disease,2,,
150053,15005,3,Zombull,monster,rare,chaos,7,1,zombull,3,160,2,melee,2,disease,2,drain_crystal,1
150054,15005,4,Zombull,monster,rare,chaos,8,1,zombull,3,200,2,melee,2,disease,3,drain_crystal,1
