ID,card_id,kind,type,quality,level,item_id,item_num,item_id1,item_num1
527,150077,chaos,monster,rarity,7,100001,277,300003,1
528,150081,chaos,monster,rarity,1,100001,125,300003,1
529,150082,chaos,monster,rarity,2,100001,130,300003,1
530,150083,chaos,monster,rarity,3,100001,138,300003,1
531,150084,chaos,monster,rarity,4,100001,153,300003,1
532,150085,chaos,monster,rarity,5,100001,177,300003,1
533,150086,chaos,monster,rarity,6,100001,217,300003,1
534,150087,chaos,monster,rarity,7,100001,277,300003,1
535,150091,chaos,monster,epic,1,100001,209,300004,1
536,150092,chaos,monster,epic,2,100001,214,300004,1
537,150093,chaos,monster,epic,3,100001,223,300004,1
538,150094,chaos,monster,epic,4,100001,240,300004,1
539,150095,chaos,monster,epic,5,100001,267,300004,1
540,150096,chaos,monster,epic,6,100001,311,300004,1
541,150097,chaos,monster,epic,7,100001,378,300004,1
542,150098,chaos,monster,epic,8,100001,471,300004,1
543,150101,chaos,monster,rare,1,100001,21,300002,1
544,150102,chaos,monster,rare,2,100001,25,300002,1
545,150103,chaos,monster,rare,3,100001,33,300002,1
546,150104,chaos,monster,rare,4,100001,46,300002,1
547,150105,chaos,monster,rare,5,100001,67,300002,1
548,150106,chaos,monster,rare,6,100001,103,300002,1
549,150111,chaos,monster,epic,1,100001,209,300004,1
550,150112,chaos,monster,epic,2,100001,214,300004,1
551,150113,chaos,monster,epic,3,100001,223,300004,1
552,150114,chaos,monster,epic,4,100001,240,300004,1
553,150115,chaos,monster,epic,5,100001,267,300004,1
554,150116,chaos,monster,epic,6,100001,311,300004,1
555,150117,chaos,monster,epic,7,100001,378,300004,1
556,150118,chaos,monster,epic,8,100001,471,300004,1
557,150121,chaos,monster,rarity,1,100001,125,300003,1
558,150122,chaos,monster,rarity,2,100001,130,300003,1
559,150123,chaos,monster,rarity,3,100001,138,300003,1
560,150124,chaos,monster,rarity,4,100001,153,300003,1
561,150125,chaos,monster,rarity,5,100001,177,300003,1
562,150126,chaos,monster,rarity,6,100001,217,300003,1
563,150127,chaos,monster,rarity,7,100001,277,300003,1
564,150131,chaos,monster,rarity,1,100001,125,300003,1
565,150132,chaos,monster,rarity,2,100001,130,300003,1
566,150133,chaos,monster,rarity,3,100001,138,300003,1
567,150134,chaos,monster,rarity,4,100001,153,300003,1
568,150135,chaos,monster,rarity,5,100001,177,300003,1
569,150136,chaos,monster,rarity,6,100001,217,300003,1
570,150137,chaos,monster,rarity,7,100001,277,300003,1
571,150141,chaos,monster,epic,1,100001,209,300004,1
572,150142,chaos,monster,epic,2,100001,214,300004,1
573,150143,chaos,monster,epic,3,100001,223,300004,1
574,150144,chaos,monster,epic,4,100001,240,300004,1
575,150145,chaos,monster,epic,5,100001,267,300004,1
576,150146,chaos,monster,epic,6,100001,311,300004,1
577,150147,chaos,monster,epic,7,100001,378,300004,1
578,150148,chaos,monster,epic,8,100001,471,300004,1
579,150151,chaos,monster,rarity,1,100001,125,300003,1
580,150152,chaos,monster,rarity,2,100001,130,300003,1
581,150153,chaos,monster,rarity,3,100001,138,300003,1
582,150154,chaos,monster,rarity,4,100001,153,300003,1
583,150155,chaos,monster,rarity,5,100001,177,300003,1
584,150156,chaos,monster,rarity,6,100001,217,300003,1
585,150157,chaos,monster,rarity,7,100001,277,300003,1
586,150161,chaos,monster,normal,1,100001,4,300001,1
587,150162,chaos,monster,normal,2,100001,8,300001,1
588,150163,chaos,monster,normal,3,100001,15,300001,1
589,150164,chaos,monster,normal,4,100001,26,300001,1
590,150165,chaos,monster,normal,5,100001,45,300001,1
591,150171,chaos,monster,normal,1,100001,4,300001,1
592,150172,chaos,monster,normal,2,100001,8,300001,1
593,150173,chaos,monster,normal,3,100001,15,300001,1
594,150174,chaos,monster,normal,4,100001,26,300001,1
595,150175,chaos,monster,normal,5,100001,45,300001,1
596,150181,chaos,monster,rare,1,100001,21,300002,1
597,150182,chaos,monster,rare,2,100001,25,300002,1
598,150183,chaos,monster,rare,3,100001,33,300002,1
599,150184,chaos,monster,rare,4,100001,46,300002,1
600,150185,chaos,monster,rare,5,100001,67,300002,1
601,150186,chaos,monster,rare,6,100001,103,300002,1
602,150191,chaos,monster,rare,1,100001,21,300002,1
603,150192,chaos,monster,rare,2,100001,25,300002,1
604,150193,chaos,monster,rare,3,100001,33,300002,1
605,150194,chaos,monster,rare,4,100001,46,300002,1
606,150195,chaos,monster,rare,5,100001,67,300002,1
607,150196,chaos,monster,rare,6,100001,103,300002,1
608,21001,war,armor,normal,1,200001,4,300001,1
609,210011,war,armor,normal,2,200001,28,300001,1
610,210012,war,armor,normal,3,200001,68,300001,1
611,22001,fortune,armor,normal,1,200001,4,300001,1
612,220011,fortune,armor,normal,2,200001,28,300001,1
613,220012,fortune,armor,normal,3,200001,68,300001,1
614,23001,balance,armor,normal,1,200001,4,300001,1
615,230011,balance,armor,normal,2,200001,28,300001,1
616,230012,balance,armor,normal,3,200001,68,300001,1
617,24001,nature,armor,normal,1,200001,4,300001,1
618,240011,nature,armor,normal,2,200001,28,300001,1
619,240012,nature,armor,normal,3,200001,68,300001,1
620,25001,chaos,armor,normal,1,200001,4,300001,1
621,250011,chaos,armor,normal,2,200001,28,300001,1
622,250012,chaos,armor,normal,3,200001,68,300001,1
623,26001,all,armor,normal,1,200001,4,300001,1
624,260011,all,armor,normal,2,200001,28,300001,1
625,260012,all,armor,normal,3,200001,68,300001,1
626,21002,war,armor,normal,1,200001,4,300001,1
627,210021,war,armor,normal,2,200001,28,300001,1
628,210022,war,armor,normal,3,200001,68,300001,1
629,22002,fortune,armor,normal,1,200001,4,300001,1
630,220021,fortune,armor,normal,2,200001,28,300001,1
631,220022,fortune,armor,normal,3,200001,68,300001,1
632,23002,balance,armor,normal,1,200001,4,300001,1
633,230021,balance,armor,normal,2,200001,28,300001,1
634,230022,balance,armor,normal,3,200001,68,300001,1
635,24002,nature,armor,normal,1,200001,4,300001,1
636,240021,nature,armor,normal,2,200001,28,300001,1
637,240022,nature,armor,normal,3,200001,68,300001,1
638,25002,chaos,armor,normal,1,200001,4,300001,1
639,250021,chaos,armor,normal,2,200001,28,300001,1
640,250022,chaos,armor,normal,3,200001,68,300001,1
641,26002,all,armor,normal,1,200001,4,300001,1
642,260021,all,armor,normal,2,200001,28,300001,1
643,260022,all,armor,normal,3,200001,68,300001,1
644,21003,war,armor,normal,1,200001,4,300001,1
645,210031,war,armor,normal,2,200001,28,300001,1
646,210032,war,armor,normal,3,200001,68,300001,1
647,22003,fortune,armor,normal,1,200001,4,300001,1
648,220031,fortune,armor,normal,2,200001,28,300001,1
649,220032,fortune,armor,normal,3,200001,68,300001,1
650,23003,balance,armor,normal,1,200001,4,300001,1
651,230031,balance,armor,normal,2,200001,28,300001,1
652,230032,balance,armor,normal,3,200001,68,300001,1
653,24003,nature,armor,normal,1,200001,4,300001,1
654,240031,nature,armor,normal,2,200001,28,300001,1
655,240032,nature,armor,normal,3,200001,68,300001,1
656,25003,chaos,armor,normal,1,200001,4,300001,1
657,250031,chaos,armor,normal,2,200001,28,300001,1
658,250032,chaos,armor,normal,3,200001,68,300001,1
659,26003,all,armor,normal,1,200001,4,300001,1
660,260031,all,armor,normal,2,200001,28,300001,1
661,260032,all,armor,normal,3,200001,68,300001,1
662,21004,war,armor,normal,1,200001,4,300001,1
663,210041,war,armor,normal,2,200001,28,300001,1
664,210042,war,armor,normal,3,200001,68,300001,1
665,22004,fortune,armor,normal,1,200001,4,300001,1
666,220041,fortune,armor,normal,2,200001,28,300001,1
667,220042,fortune,armor,normal,3,200001,68,300001,1
668,23004,balance,armor,normal,1,200001,4,300001,1
669,230041,balance,armor,normal,2,200001,28,300001,1
670,230042,balance,armor,normal,3,200001,68,300001,1
671,24004,nature,armor,normal,1,200001,4,300001,1
672,240041,nature,armor,normal,2,200001,28,300001,1
673,240042,nature,armor,normal,3,200001,68,300001,1
674,25004,chaos,armor,normal,1,200001,4,300001,1
675,250041,chaos,armor,normal,2,200001,28,300001,1
676,250042,chaos,armor,normal,3,200001,68,300001,1
677,26004,all,armor,normal,1,200001,4,300001,1
678,260041,all,armor,normal,2,200001,28,300001,1
679,260042,all,armor,normal,3,200001,68,300001,1
680,21005,war,armor,rare,1,200001,14,300002,1
681,210051,war,armor,rare,2,200001,43,300002,1
682,210052,war,armor,rare,3,200001,94,300002,1
683,22005,fortune,armor,rare,1,200001,14,300002,1
684,220051,fortune,armor,rare,2,200001,43,300002,1
685,220052,fortune,armor,rare,3,200001,94,300002,1
686,23005,balance,armor,rare,1,200001,14,300002,1
687,230051,balance,armor,rare,2,200001,43,300002,1
688,230052,balance,armor,rare,3,200001,94,300002,1
689,24005,nature,armor,rare,1,200001,14,300002,1
690,240051,nature,armor,rare,2,200001,43,300002,1
691,240052,nature,armor,rare,3,200001,94,300002,1
692,25005,chaos,armor,rare,1,200001,14,300002,1
693,250051,chaos,armor,rare,2,200001,43,300002,1
694,250052,chaos,armor,rare,3,200001,94,300002,1
695,26005,all,armor,rare,1,200001,14,300002,1
696,260051,all,armor,rare,2,200001,43,300002,1
697,260052,all,armor,rare,3,200001,94,300002,1
698,22006,fortune,armor,normal,1,200001,4,300001,1
699,220061,fortune,armor,normal,2,200001,28,300001,1
700,220062,fortune,armor,normal,3,200001,68,300001,1
701,23006,balance,armor,normal,1,200001,4,300001,1
702,230061,balance,armor,normal,2,200001,28,300001,1
703,230062,balance,armor,normal,3,200001,68,300001,1
704,24006,nature,armor,normal,1,200001,4,300001,1
705,240061,nature,armor,normal,2,200001,28,300001,1
706,240062,nature,armor,normal,3,200001,68,300001,1
707,25006,chaos,armor,normal,1,200001,4,300001,1
708,250061,chaos,armor,normal,2,200001,28,300001,1
709,250062,chaos,armor,normal,3,200001,68,300001,1
710,26006,all,armor,normal,1,200001,4,300001,1
711,260061,all,armor,normal,2,200001,28,300001,1
712,260062,all,armor,normal,3,200001,68,300001,1
713,21007,war,armor,normal,1,200001,4,300001,1
714,210071,war,armor,normal,2,200001,28,300001,1
715,210072,war,armor,normal,3,200001,68,300001,1
716,22007,fortune,armor,normal,1,200001,4,300001,1
717,220071,fortune,armor,normal,2,200001,28,300001,1
718,220072,fortune,armor,normal,3,200001,68,300001,1
719,23007,balance,armor,normal,1,200001,4,300001,1
720,230071,balance,armor,normal,2,200001,28,300001,1
721,230072,balance,armor,normal,3,200001,68,300001,1
722,24007,nature,armor,normal,1,200001,4,300001,1
723,240071,nature,armor,normal,2,200001,28,300001,1
724,240072,nature,armor,normal,3,200001,68,300001,1
725,25007,chaos,armor,normal,1,200001,4,300001,1
726,250071,chaos,armor,normal,2,200001,28,300001,1
727,250072,chaos,armor,normal,3,200001,68,300001,1
728,26007,all,armor,normal,1,200001,4,300001,1
729,260071,all,armor,normal,2,200001,28,300001,1
730,260072,all,armor,normal,3,200001,68,300001,1
731,22008,fortune,armor,normal,1,200001,4,300001,1
732,220081,fortune,armor,normal,2,200001,28,300001,1
733,220082,fortune,armor,normal,3,200001,68,300001,1
734,23008,balance,armor,normal,1,200001,4,300001,1
735,230081,balance,armor,normal,2,200001,28,300001,1
736,230082,balance,armor,normal,3,200001,68,300001,1
737,24008,nature,armor,normal,1,200001,4,300001,1
738,240081,nature,armor,normal,2,200001,28,300001,1
739,240082,nature,armor,normal,3,200001,68,300001,1
740,26008,all,armor,normal,1,200001,4,300001,1
741,260081,all,armor,normal,2,200001,28,300001,1
742,260082,all,armor,normal,3,200001,68,300001,1
743,21009,war,armor,rare,1,200001,14,300002,1
744,210091,war,armor,rare,2,200001,43,300002,1
745,210092,war,armor,rare,3,200001,94,300002,1
746,22009,fortune,armor,rare,1,200001,14,300002,1
747,220091,fortune,armor,rare,2,200001,43,300002,1
748,220092,fortune,armor,rare,3,200001,94,300002,1
749,23009,balance,armor,rare,1,200001,14,300002,1
750,230091,balance,armor,rare,2,200001,43,300002,1
751,230092,balance,armor,rare,3,200001,94,300002,1
752,24009,nature,armor,rare,1,200001,14,300002,1
753,240091,nature,armor,rare,2,200001,43,300002,1
754,240092,nature,armor,rare,3,200001,94,300002,1
755,25009,chaos,armor,rare,1,200001,14,300002,1
756,250091,chaos,armor,rare,2,200001,43,300002,1
757,250092,chaos,armor,rare,3,200001,94,300002,1
758,26009,all,armor,rare,1,200001,14,300002,1
759,260091,all,armor,rare,2,200001,43,300002,1
760,260092,all,armor,rare,3,200001,94,300002,1
761,21010,war,armor,rare,1,200001,14,300002,1
762,210101,war,armor,rare,2,200001,43,300002,1
763,210102,war,armor,rare,3,200001,94,300002,1
764,22010,fortune,armor,rare,1,200001,14,300002,1
765,220101,fortune,armor,rare,2,200001,43,300002,1
766,220102,fortune,armor,rare,3,200001,94,300002,1
767,23010,balance,armor,rare,1,200001,14,300002,1
768,230101,balance,armor,rare,2,200001,43,300002,1
769,230102,balance,armor,rare,3,200001,94,300002,1
770,24010,nature,armor,rare,1,200001,14,300002,1
771,240101,nature,armor,rare,2,200001,43,300002,1
772,240102,nature,armor,rare,3,200001,94,300002,1
773,25010,chaos,armor,rare,1,200001,14,300002,1
774,250101,chaos,armor,rare,2,200001,43,300002,1
775,250102,chaos,armor,rare,3,200001,94,300002,1
776,26010,all,armor,rare,1,200001,14,300002,1
777,260101,all,armor,rare,2,200001,43,300002,1
778,260102,all,armor,rare,3,200001,94,300002,1
779,21011,war,armor,rare,1,200001,14,300002,1
780,210111,war,armor,rare,2,200001,43,300002,1
781,210112,war,armor,rare,3,200001,94,300002,1
782,22011,fortune,armor,rare,1,200001,14,300002,1
783,220111,fortune,armor,rare,2,200001,43,300002,1
784,220112,fortune,armor,rare,3,200001,94,300002,1
785,23011,balance,armor,rare,1,200001,14,300002,1
786,230111,balance,armor,rare,2,200001,43,300002,1
787,230112,balance,armor,rare,3,200001,94,300002,1
788,24011,nature,armor,rare,1,200001,14,300002,1
789,240111,nature,armor,rare,2,200001,43,300002,1
790,240112,nature,armor,rare,3,200001,94,300002,1
791,25011,chaos,armor,rare,1,200001,14,300002,1
792,250111,chaos,armor,rare,2,200001,43,300002,1
793,250112,chaos,armor,rare,3,200001,94,300002,1
794,26011,all,armor,rare,1,200001,14,300002,1
795,260111,all,armor,rare,2,200001,43,300002,1
796,260112,all,armor,rare,3,200001,94,300002,1
797,21012,war,armor,rare,1,200001,14,300002,1
798,210121,war,armor,rare,2,200001,43,300002,1
799,210122,war,armor,rare,3,200001,94,300002,1
800,22012,fortune,armor,rare,1,200001,14,300002,1
801,220121,fortune,armor,rare,2,200001,43,300002,1
802,220122,fortune,armor,rare,3,200001,94,300002,1
803,23012,balance,armor,rare,1,200001,14,300002,1
804,230121,balance,armor,rare,2,200001,43,300002,1
805,230122,balance,armor,rare,3,200001,94,300002,1
806,24012,nature,armor,rare,1,200001,14,300002,1
807,240121,nature,armor,rare,2,200001,43,300002,1
808,240122,nature,armor,rare,3,200001,94,300002,1
809,25012,chaos,armor,rare,1,200001,14,300002,1
810,250121,chaos,armor,rare,2,200001,43,300002,1
811,250122,chaos,armor,rare,3,200001,94,300002,1
812,26012,all,armor,rare,1,200001,14,300002,1
813,260121,all,armor,rare,2,200001,43,300002,1
814,260122,all,armor,rare,3,200001,94,300002,1
815,21013,war,armor,rare,1,200001,14,300002,1
816,210131,war,armor,rare,2,200001,43,300002,1
817,210132,war,armor,rare,3,200001,94,300002,1
818,22013,fortune,armor,rare,1,200001,14,300002,1
819,220131,fortune,armor,rare,2,200001,43,300002,1
820,220132,fortune,armor,rare,3,200001,94,300002,1
821,23013,balance,armor,rare,1,200001,14,300002,1
822,230131,balance,armor,rare,2,200001,43,300002,1
823,230132,balance,armor,rare,3,200001,94,300002,1
824,24013,nature,armor,rare,1,200001,14,300002,1
825,240131,nature,armor,rare,2,200001,43,300002,1
826,240132,nature,armor,rare,3,200001,94,300002,1
827,25013,chaos,armor,rare,1,200001,14,300002,1
828,250131,chaos,armor,rare,2,200001,43,300002,1
829,250132,chaos,armor,rare,3,200001,94,300002,1
830,26013,all,armor,rare,1,200001,14,300002,1
831,260131,all,armor,rare,2,200001,43,300002,1
832,260132,all,armor,rare,3,200001,94,300002,1
833,21014,war,armor,rare,1,200001,14,300002,1
834,210141,war,armor,rare,2,200001,43,300002,1
835,210142,war,armor,rare,3,200001,94,300002,1
836,22014,fortune,armor,rare,1,200001,14,300002,1
837,220141,fortune,armor,rare,2,200001,43,300002,1
838,220142,fortune,armor,rare,3,200001,94,300002,1
839,23014,balance,armor,rare,1,200001,14,300002,1
840,230141,balance,armor,rare,2,200001,43,300002,1
841,230142,balance,armor,rare,3,200001,94,300002,1
842,24014,nature,armor,rare,1,200001,14,300002,1
843,240141,nature,armor,rare,2,200001,43,300002,1
844,240142,nature,armor,rare,3,200001,94,300002,1
845,25014,chaos,armor,rare,1,200001,14,300002,1
846,250141,chaos,armor,rare,2,200001,43,300002,1
847,250142,chaos,armor,rare,3,200001,94,300002,1
848,26014,all,armor,rare,1,200001,14,300002,1
849,260141,all,armor,rare,2,200001,43,300002,1
850,260142,all,armor,rare,3,200001,94,300002,1
851,21015,war,armor,rare,1,200001,14,300002,1
852,210151,war,armor,rare,2,200001,43,300002,1
853,210152,war,armor,rare,3,200001,94,300002,1
854,22015,fortune,armor,rare,1,200001,14,300002,1
855,220151,fortune,armor,rare,2,200001,43,300002,1
856,220152,fortune,armor,rare,3,200001,94,300002,1
857,23015,balance,armor,rare,1,200001,14,300002,1
858,230151,balance,armor,rare,2,200001,43,300002,1
859,230152,balance,armor,rare,3,200001,94,300002,1
860,24015,nature,armor,rare,1,200001,14,300002,1
861,240151,nature,armor,rare,2,200001,43,300002,1
862,240152,nature,armor,rare,3,200001,94,300002,1
863,25015,chaos,armor,rare,1,200001,14,300002,1
864,250151,chaos,armor,rare,2,200001,43,300002,1
865,250152,chaos,armor,rare,3,200001,94,300002,1
866,26015,all,armor,rare,1,200001,14,300002,1
867,260151,all,armor,rare,2,200001,43,300002,1
868,260152,all,armor,rare,3,200001,94,300002,1
869,21016,war,armor,rare,1,200001,14,300002,1
870,210161,war,armor,rare,2,200001,43,300002,1
871,210162,war,armor,rare,3,200001,94,300002,1
872,22016,fortune,armor,rare,1,200001,14,300002,1
873,220161,fortune,armor,rare,2,200001,43,300002,1
874,220162,fortune,armor,rare,3,200001,94,300002,1
875,24016,nature,armor,rare,1,200001,14,300002,1
876,240161,nature,armor,rare,2,200001,43,300002,1
877,240162,nature,armor,rare,3,200001,94,300002,1
878,25016,chaos,armor,rare,1,200001,14,300002,1
879,250161,chaos,armor,rare,2,200001,43,300002,1
880,250162,chaos,armor,rare,3,200001,94,300002,1
881,26016,all,armor,rare,1,200001,14,300002,1
882,260161,all,armor,rare,2,200001,43,300002,1
883,260162,all,armor,rare,3,200001,94,300002,1
884,21017,war,armor,rare,1,200001,14,300002,1
885,210171,war,armor,rare,2,200001,43,300002,1
886,210172,war,armor,rare,3,200001,94,300002,1
887,22017,fortune,armor,rare,1,200001,14,300002,1
888,220171,fortune,armor,rare,2,200001,43,300002,1
889,220172,fortune,armor,rare,3,200001,94,300002,1
890,23017,balance,armor,rare,1,200001,14,300002,1
891,230171,balance,armor,rare,2,200001,43,300002,1
892,230172,balance,armor,rare,3,200001,94,300002,1
893,24017,nature,armor,rare,1,200001,14,300002,1
894,240171,nature,armor,rare,2,200001,43,300002,1
895,240172,nature,armor,rare,3,200001,94,300002,1
896,26017,all,armor,rare,1,200001,14,300002,1
897,260171,all,armor,rare,2,200001,43,300002,1
898,260172,all,armor,rare,3,200001,94,300002,1
899,22018,fortune,armor,rare,1,200001,14,300002,1
900,220181,fortune,armor,rare,2,200001,43,300002,1
901,220182,fortune,armor,rare,3,200001,94,300002,1
902,23018,balance,armor,rare,1,200001,14,300002,1
903,230181,balance,armor,rare,2,200001,43,300002,1
904,230182,balance,armor,rare,3,200001,94,300002,1
905,24018,nature,armor,rare,1,200001,14,300002,1
906,240181,nature,armor,rare,2,200001,43,300002,1
907,240182,nature,armor,rare,3,200001,94,300002,1
908,25018,chaos,armor,rare,1,200001,14,300002,1
909,250181,chaos,armor,rare,2,200001,43,300002,1
910,250182,chaos,armor,rare,3,200001,94,300002,1
911,26018,all,armor,rare,1,200001,14,300002,1
912,260181,all,armor,rare,2,200001,43,300002,1
913,260182,all,armor,rare,3,200001,94,300002,1
914,21019,war,armor,rare,1,200001,14,300002,1
915,210191,war,armor,rare,2,200001,43,300002,1
916,210192,war,armor,rare,3,200001,94,300002,1
917,23019,balance,armor,rare,1,200001,14,300002,1
918,230191,balance,armor,rare,2,200001,43,300002,1
919,230192,balance,armor,rare,3,200001,94,300002,1
920,24019,nature,armor,rare,1,200001,14,300002,1
921,240191,nature,armor,rare,2,200001,43,300002,1
922,240192,nature,armor,rare,3,200001,94,300002,1
923,25019,chaos,armor,rare,1,200001,14,300002,1
924,250191,chaos,armor,rare,2,200001,43,300002,1
925,250192,chaos,armor,rare,3,200001,94,300002,1
926,26019,all,armor,rare,1,200001,14,300002,1
927,260191,all,armor,rare,2,200001,43,300002,1
928,260192,all,armor,rare,3,200001,94,300002,1
929,21020,war,armor,rare,1,200001,14,300002,1
930,210201,war,armor,rare,2,200001,43,300002,1
931,210202,war,armor,rare,3,200001,94,300002,1
932,22020,fortune,armor,rare,1,200001,14,300002,1
933,220201,fortune,armor,rare,2,200001,43,300002,1
934,220202,fortune,armor,rare,3,200001,94,300002,1
935,23020,balance,armor,rare,1,200001,14,300002,1
936,230201,balance,armor,rare,2,200001,43,300002,1
937,230202,balance,armor,rare,3,200001,94,300002,1
938,25020,chaos,armor,rare,1,200001,14,300002,1
939,250201,chaos,armor,rare,2,200001,43,300002,1
940,250202,chaos,armor,rare,3,200001,94,300002,1
941,26020,all,armor,rare,1,200001,14,300002,1
942,260201,all,armor,rare,2,200001,43,300002,1
943,260202,all,armor,rare,3,200001,94,300002,1
944,21021,war,armor,rarity,1,200001,65,300003,1
945,210211,war,armor,rarity,2,200001,98,300003,1
946,210212,war,armor,rarity,3,200001,155,300003,1
947,22021,fortune,armor,rarity,1,200001,65,300003,1
948,220211,fortune,armor,rarity,2,200001,98,300003,1
949,220212,fortune,armor,rarity,3,200001,155,300003,1
950,23021,balance,armor,rarity,1,200001,65,300003,1
951,230211,balance,armor,rarity,2,200001,98,300003,1
952,230212,balance,armor,rarity,3,200001,155,300003,1
953,24021,nature,armor,rarity,1,200001,65,300003,1
954,240211,nature,armor,rarity,2,200001,98,300003,1
955,240212,nature,armor,rarity,3,200001,155,300003,1
956,25021,chaos,armor,rarity,1,200001,65,300003,1
957,250211,chaos,armor,rarity,2,200001,98,300003,1
958,250212,chaos,armor,rarity,3,200001,155,300003,1
959,26021,all,armor,rarity,1,200001,65,300003,1
960,260211,all,armor,rarity,2,200001,98,300003,1
961,260212,all,armor,rarity,3,200001,155,300003,1
962,22022,fortune,armor,rarity,1,200001,65,300003,1
963,220221,fortune,armor,rarity,2,200001,98,300003,1
964,220222,fortune,armor,rarity,3,200001,155,300003,1
965,23022,balance,armor,rarity,1,200001,65,300003,1
966,230221,balance,armor,rarity,2,200001,98,300003,1
967,230222,balance,armor,rarity,3,200001,155,300003,1
968,24022,nature,armor,rarity,1,200001,65,300003,1
969,240221,nature,armor,rarity,2,200001,98,300003,1
970,240222,nature,armor,rarity,3,200001,155,300003,1
971,26022,all,armor,rarity,1,200001,65,300003,1
972,260221,all,armor,rarity,2,200001,98,300003,1
973,260222,all,armor,rarity,3,200001,155,300003,1
974,22023,fortune,armor,rarity,1,200001,65,300003,1
975,220231,fortune,armor,rarity,2,200001,98,300003,1
976,220232,fortune,armor,rarity,3,200001,155,300003,1
977,23023,balance,armor,rarity,1,200001,65,300003,1
978,230231,balance,armor,rarity,2,200001,98,300003,1
979,230232,balance,armor,rarity,3,200001,155,300003,1
980,24023,nature,armor,rarity,1,200001,65,300003,1
981,240231,nature,armor,rarity,2,200001,98,300003,1
982,240232,nature,armor,rarity,3,200001,155,300003,1
983,26023,all,armor,rarity,1,200001,65,300003,1
984,260231,all,armor,rarity,2,200001,98,300003,1
985,260232,all,armor,rarity,3,200001,155,300003,1
986,22024,fortune,armor,rarity,1,200001,65,300003,1
987,220241,fortune,armor,rarity,2,200001,98,300003,1
988,220242,fortune,armor,rarity,3,200001,155,300003,1
989,23024,balance,armor,rarity,1,200001,65,300003,1
990,230241,balance,armor,rarity,2,200001,98,300003,1
991,230242,balance,armor,rarity,3,200001,155,300003,1
992,24024,nature,armor,rarity,1,200001,65,300003,1
993,240241,nature,armor,rarity,2,200001,98,300003,1
994,240242,nature,armor,rarity,3,200001,155,300003,1
995,25024,chaos,armor,rarity,1,200001,65,300003,1
996,250241,chaos,armor,rarity,2,200001,98,300003,1
997,250242,chaos,armor,rarity,3,200001,155,300003,1
998,26024,all,armor,rarity,1,200001,65,300003,1
999,260241,all,armor,rarity,2,200001,98,300003,1
1000,260242,all,armor,rarity,3,200001,155,300003,1
1001,21025,war,armor,rarity,1,200001,65,300003,1
1002,210251,war,armor,rarity,2,200001,98,300003,1
1003,210252,war,armor,rarity,3,200001,155,300003,1
1004,22025,fortune,armor,rarity,1,200001,65,300003,1
1005,220251,fortune,armor,rarity,2,200001,98,300003,1
1006,220252,fortune,armor,rarity,3,200001,155,300003,1
1007,23025,balance,armor,rarity,1,200001,65,300003,1
1008,230251,balance,armor,rarity,2,200001,98,300003,1
1009,230252,balance,armor,rarity,3,200001,155,300003,1
1010,24025,nature,armor,rarity,1,200001,65,300003,1
1011,240251,nature,armor,rarity,2,200001,98,300003,1
1012,240252,nature,armor,rarity,3,200001,155,300003,1
1013,26025,all,armor,rarity,1,200001,65,300003,1
1014,260251,all,armor,rarity,2,200001,98,300003,1
1015,260252,all,armor,rarity,3,200001,155,300003,1
1016,21026,war,armor,epic,1,200001,105,300004,1
1017,210261,war,armor,epic,2,200001,141,300004,1
1018,210262,war,armor,epic,3,200001,205,300004,1
1019,22026,fortune,armor,epic,1,200001,105,300004,1
1020,220261,fortune,armor,epic,2,200001,141,300004,1
1021,220262,fortune,armor,epic,3,200001,205,300004,1
1022,23026,balance,armor,epic,1,200001,105,300004,1
1023,230261,balance,armor,epic,2,200001,141,300004,1
1024,230262,balance,armor,epic,3,200001,205,300004,1
1025,24026,nature,armor,epic,1,200001,105,300004,1
1026,240261,nature,armor,epic,2,200001,141,300004,1
1027,240262,nature,armor,epic,3,200001,205,300004,1
1028,25026,chaos,armor,epic,1,200001,105,300004,1
1029,250261,chaos,armor,epic,2,200001,141,300004,1
1030,250262,chaos,armor,epic,3,200001,205,300004,1
1031,26026,all,armor,epic,1,200001,105,300004,1
1032,260261,all,armor,epic,2,200001,141,300004,1
1033,260262,all,armor,epic,3,200001,205,300004,1
1034,21027,war,armor,epic,1,200001,105,300004,1
1035,210271,war,armor,epic,2,200001,141,300004,1
1036,210272,war,armor,epic,3,200001,205,300004,1
1037,22027,fortune,armor,epic,1,200001,105,300004,1
1038,220271,fortune,armor,epic,2,200001,141,300004,1
1039,220272,fortune,armor,epic,3,200001,205,300004,1
1040,23027,balance,armor,epic,1,200001,105,300004,1
1041,230271,balance,armor,epic,2,200001,141,300004,1
1042,230272,balance,armor,epic,3,200001,205,300004,1
1043,24027,nature,armor,epic,1,200001,105,300004,1
1044,240271,nature,armor,epic,2,200001,141,300004,1
1045,240272,nature,armor,epic,3,200001,205,300004,1
1046,26027,all,armor,epic,1,200001,105,300004,1
1047,260271,all,armor,epic,2,200001,141,300004,1
1048,260272,all,armor,epic,3,200001,205,300004,1
1049,21028,war,armor,epic,1,200001,105,300004,1
1050,210281,war,armor,epic,2,200001,141,300004,1
1051,210282,war,armor,epic,3,200001,205,300004,1
1052,23028,balance,armor,epic,1,200001,105,300004,1
1053,230281,balance,armor,epic,2,200001,141,300004,1
1054,230282,balance,armor,epic,3,200001,205,300004,1
