卡牌ID,卡牌组ID,卡牌等级,卡牌名字,卡牌类型,卡牌种类,卡牌品质,生命,标志,资源路径,使用水晶数量,评分,卡组数量限制,技能1,技能1,技能2,技能2,技能3,技能3
130041,13004,1,蛇妖,monster,rare,balance,5,1,snakecharmer,3,80,2,ranged,1,disease,1,,
130042,13004,2,蛇妖,monster,rare,balance,5,1,snakecharmer,3,120,2,ranged,1,disease,2,,
130043,13004,3,蛇妖,monster,rare,balance,6,1,snakecharmer,3,160,2,ranged,1,disease,2,,
130044,13004,4,蛇妖,monster,rare,balance,6,1,snakecharmer,3,200,2,ranged,2,disease,2,,
130045,13004,5,蛇妖,monster,rare,balance,7,1,snakecharmer,3,240,2,ranged,2,disease,2,,
130046,13004,6,蛇妖,monster,rare,balance,7,1,snakecharmer,3,280,2,ranged,2,disease,3,,
130051,13005,1,水妖,monster,rare,balance,4,1,fishcat,3,80,2,heal,2,,,,
130052,13005,2,水妖,monster,rare,balance,5,1,fishcat,3,120,2,heal,2,,,,
130053,13005,3,水妖,monster,rare,balance,4,1,fishcat,3,160,2,heal,3,,,,
130054,13005,4,水妖,monster,rare,balance,4,1,fishcat,3,200,2,heal,3,mshield,1,,
130055,13005,5,水妖,monster,rare,balance,5,1,fishcat,3,240,2,heal,3,mshield,1,,
130056,13005,6,水妖,monster,rare,balance,6,1,fishcat,3,280,2,heal,3,mshield,1,,
130061,13006,1,严霜,monster,rare,balance,4,1,frosty,4,80,2,magic,2,flying,0,,
130062,13006,2,严霜,monster,rare,balance,5,1,frosty,4,120,2,magic,2,flying,0,,
130063,13006,3,严霜,monster,rare,balance,5,1,frosty,4,160,2,magic,3,flying,0,,
130064,13006,4,严霜,monster,rare,balance,6,1,frosty,4,200,2,magic,3,flying,0,,
130065,13006,5,严霜,monster,rare,balance,7,1,frosty,4,240,2,magic,3,flying,0,,
130066,13006,6,严霜,monster,rare,balance,8,1,frosty,4,280,2,magic,3,flying,0,,
130071,13007,1,蜗牛信使,monster,rarity,balance,5,1,snailmail,3,160,2,thorns,2,shield,1,,
130072,13007,2,蜗牛信使,monster,rarity,balance,6,1,snailmail,3,240,2,thorns,2,shield,1,,
130073,13007,3,蜗牛信使,monster,rarity,balance,6,1,snailmail,3,320,2,thorns,3,shield,1,boost,1
130074,13007,4,蜗牛信使,monster,rarity,balance,6,1,snailmail,3,400,2,thorns,3,shield,2,boost,1
130075,13007,5,蜗牛信使,monster,rarity,balance,6,1,snailmail,3,480,2,thorns,3,shield,2,boost,2
130076,13007,6,蜗牛信使,monster,rarity,balance,7,1,snailmail,3,560,2,thorns,3,shield,2,boost,2
130077,13007,7,蜗牛信使,monster,rarity,balance,7,1,snailmail,3,640,2,thorns,3,shield,3,boost,2
130081,13008,1,冰冻夫人,monster,rarity,balance,3,1,summitwitch,2,160,2,magic,2,,,,
130082,13008,2,冰冻夫人,monster,rarity,balance,4,1,summitwitch,2,240,2,magic,2,,,,
130083,13008,3,冰冻夫人,monster,rarity,balance,4,1,summitwitch,2,320,2,magic,2,heal,1,,
130084,13008,4,冰冻夫人,monster,rarity,balance,5,1,summitwitch,2,400,2,magic,2,heal,1,,
130085,13008,5,冰冻夫人,monster,rarity,balance,5,1,summitwitch,2,480,2,magic,2,heal,2,,
130086,13008,6,冰冻夫人,monster,rarity,balance,6,1,summitwitch,2,560,2,magic,2,heal,2,,
130087,13008,7,冰冻夫人,monster,rarity,balance,6,1,summitwitch,2,640,2,magic,2,heal,2,immunity,0
130091,13009,1,石巨人,monster,epic,balance,6,1,rock_monster,4,320,2,melee,2,shield,1,boost,2
130092,13009,2,石巨人,monster,epic,balance,7,1,rock_monster,4,480,2,melee,2,shield,1,boost,3
130093,13009,3,石巨人,monster,epic,balance,7,1,rock_monster,4,640,2,melee,3,shield,1,boost,3
130094,13009,4,石巨人,monster,epic,balance,9,1,rock_monster,4,800,2,melee,3,shield,1,boost,3
130095,13009,5,石巨人,monster,epic,balance,10,1,rock_monster,4,960,2,melee,3,shield,1,boost,4
130096,13009,6,石巨人,monster,epic,balance,10,1,rock_monster,4,1120,2,melee,3,shield,2,boost,4
130097,13009,7,石巨人,monster,epic,balance,10,1,rock_monster,4,1280,2,melee,4,shield,2,boost,4
130098,13009,8,石巨人,monster,epic,balance,11,1,rock_monster,4,1440,2,melee,5,shield,2,boost,5
130101,13010,1,石膏灵,monster,rare,balance,4,1,plaster,3,80,2,magic,1,demoralize,1,,
130102,13010,2,石膏灵,monster,rare,balance,5,1,plaster,3,120,2,magic,1,demoralize,1,,
130103,13010,3,石膏灵,monster,rare,balance,5,1,plaster,3,160,2,magic,2,demoralize,1,,
130104,13010,4,石膏灵,monster,rare,balance,6,1,plaster,3,200,2,magic,2,demoralize,1,,
130105,13010,5,石膏灵,monster,rare,balance,7,1,plaster,3,240,2,magic,2,demoralize,1,,
130106,13010,6,石膏灵,monster,rare,balance,7,1,plaster,3,280,2,magic,2,demoralize,2,,
130111,13011,1,穆博,monster,rarity,balance,6,1,murble,4,160,2,magic,2,,,,
130112,13011,2,穆博,monster,rarity,balance,7,1,murble,4,240,2,magic,2,,,,
130113,13011,3,穆博,monster,rarity,balance,7,1,murble,4,320,2,magic,3,,,,
130114,13011,4,穆博,monster,rarity,balance,8,1,murble,4,400,2,magic,3,,,,
130115,13011,5,穆博,monster,rarity,balance,8,1,murble,4,480,2,magic,4,,,,
130116,13011,6,穆博,monster,rarity,balance,9,1,murble,4,560,2,magic,4,,,,
130117,13011,7,穆博,monster,rarity,balance,9,1,murble,4,640,2,magic,5,,,,
130121,13012,1,猴子法师,monster,rarity,balance,4,1,moonkey,2,160,2,magic,1,magic_aoe,1,,
130122,13012,2,猴子法师,monster,rarity,balance,5,1,moonkey,2,240,2,magic,1,magic_aoe,1,,
130123,13012,3,猴子法师,monster,rarity,balance,4,1,moonkey,2,320,2,magic,1,magic_aoe,1,drain_crystal,1
130124,13012,4,猴子法师,monster,rarity,balance,5,1,moonkey,2,400,2,magic,1,magic_aoe,1,drain_crystal,1
130125,13012,5,猴子法师,monster,rarity,balance,4,1,moonkey,2,480,2,magic,2,magic_aoe,1,drain_crystal,1
130126,13012,6,猴子法师,monster,rarity,balance,5,1,moonkey,2,560,2,magic,2,magic_aoe,1,drain_crystal,1
130127,13012,7,猴子法师,monster,rarity,balance,5,1,moonkey,2,640,2,magic,2,magic_aoe,2,drain_crystal,1
130131,13013,1,蒸汽,monster,rarity,balance,1,1,cloudy,2,160,2,ranged,3,,,,
130132,13013,2,蒸汽,monster,rarity,balance,2,1,cloudy,2,240,2,ranged,3,,,,
130133,13013,3,蒸汽,monster,rarity,balance,1,1,cloudy,2,320,2,ranged,3,stealth,0,,
130134,13013,4,蒸汽,monster,rarity,balance,2,1,cloudy,2,400,2,ranged,3,stealth,0,,
130135,13013,5,蒸汽,monster,rarity,balance,2,1,cloudy,2,480,2,ranged,3,stealth,0,crystal,1
130136,13013,6,蒸汽,monster,rarity,balance,3,1,cloudy,2,560,2,ranged,3,stealth,0,crystal,1
130137,13013,7,蒸汽,monster,rarity,balance,3,1,cloudy,2,720,2,ranged,4,stealth,0,crystal,1
130141,13014,1,变异章鱼,monster,epic,balance,11,1,calamity,3,320,2,thorns,2,,,,
130142,13014,2,变异章鱼,monster,epic,balance,12,1,calamity,3,480,2,thorns,2,,,,
130143,13014,3,变异章鱼,monster,epic,balance,12,1,calamity,3,640,2,thorns,3,,,,
130144,13014,4,变异章鱼,monster,epic,balance,13,1,calamity,3,800,2,thorns,3,,,,
130145,13014,5,变异章鱼,monster,epic,balance,14,1,calamity,3,960,2,thorns,3,,,,
130146,13014,6,变异章鱼,monster,epic,balance,14,1,calamity,3,1120,2,thorns,4,,,,
130147,13014,7,变异章鱼,monster,epic,balance,15,1,calamity,3,1280,2,thorns,4,,,,
130148,13014,8,变异章鱼,monster,epic,balance,16,1,calamity,3,1440,2,thorns,5,,,,
130151,13015,1,大法师,monster,epic,balance,2,1,archmage,2,320,2,magic,2,mshield,1,,
130152,13015,2,大法师,monster,epic,balance,2,1,archmage,2,480,2,magic,2,mshield,2,,
130153,13015,3,大法师,monster,epic,balance,3,1,archmage,2,640,2,magic,2,mshield,2,,
130154,13015,4,大法师,monster,epic,balance,3,1,archmage,2,800,2,magic,3,mshield,2,,
130155,13015,5,大法师,monster,epic,balance,3,1,archmage,2,960,2,magic,3,mshield,3,,
130156,13015,6,大法师,monster,epic,balance,4,1,archmage,2,1120,2,magic,3,mshield,3,,
130157,13015,7,大法师,monster,epic,balance,5,1,archmage,2,1280,2,magic,3,mshield,3,,
130158,13015,8,大法师,monster,epic,balance,5,1,archmage,2,1440,2,magic,4,mshield,3,,
130161,13016,1,尖刺雪刃,monster,normal,balance,3,1,spiked_flake,2,40,2,melee,1,counter,0,,
130162,13016,2,尖刺雪刃,monster,normal,balance,4,1,spiked_flake,2,60,2,melee,1,counter,0,,
130163,13016,3,尖刺雪刃,monster,normal,balance,5,1,spiked_flake,2,80,2,melee,1,counter,0,,
130164,13016,4,尖刺雪刃,monster,normal,balance,6,1,spiked_flake,2,100,2,melee,1,counter,0,,
130165,13016,5,尖刺雪刃,monster,normal,balance,6,1,spiked_flake,2,120,2,melee,2,counter,0,,
130171,13017,1,魔能虫,monster,normal,balance,4,1,magic_worm,3,40,2,magic,1,crystal,1,,
130172,13017,2,魔能虫,monster,normal,balance,5,1,magic_worm,3,60,2,magic,1,crystal,1,,
130173,13017,3,魔能虫,monster,normal,balance,6,1,magic_worm,3,80,2,magic,1,crystal,1,,
130174,13017,4,魔能虫,monster,normal,balance,7,1,magic_worm,3,100,2,magic,1,crystal,1,,
130175,13017,5,魔能虫,monster,normal,balance,7,1,magic_worm,3,120,2,magic,2,crystal,1,,
130181,13018,1,蜗牛警卫,monster,rare,balance,3,1,snail_garder,3,80,2,melee,1,cautious,0,,
130182,13018,2,蜗牛警卫,monster,rare,balance,3,1,snail_garder,3,120,2,melee,2,cautious,0,,
130183,13018,3,蜗牛警卫,monster,rare,balance,4,1,snail_garder,3,160,2,melee,2,cautious,0,,
130184,13018,4,蜗牛警卫,monster,rare,balance,4,1,snail_garder,3,200,2,melee,2,cautious,0,shield,1
130185,13018,5,蜗牛警卫,monster,rare,balance,5,1,snail_garder,3,240,2,melee,2,cautious,0,shield,1
130186,13018,6,蜗牛警卫,monster,rare,balance,5,1,snail_garder,3,280,2,melee,3,cautious,0,shield,1
130191,13019,1,鱼妖,monster,rare,balance,5,1,fishmon,4,80,2,heal,2,immunity,0,,
130192,13019,2,鱼妖,monster,rare,balance,6,1,fishmon,4,120,2,heal,2,immunity,0,,
130193,13019,3,鱼妖,monster,rare,balance,6,1,fishmon,4,160,2,heal,3,immunity,0,,
130194,13019,4,鱼妖,monster,rare,balance,7,1,fishmon,4,200,2,heal,3,immunity,0,,
130195,13019,5,鱼妖,monster,rare,balance,8,1,fishmon,4,240,2,heal,3,immunity,0,,
130196,13019,6,鱼妖,monster,rare,balance,8,1,fishmon,4,280,2,heal,4,immunity,0,,
,,,,,,,,,,,,,,,,,,
140011,14001,1,沙鼠,monster,normal,nature,4,1,gerbip,1,40,2,melee,1,,,,
140012,14001,2,沙鼠,monster,normal,nature,4,1,gerbip,1,60,2,melee,1,ranged,1,,
140013,14001,3,沙鼠,monster,normal,nature,4,1,gerbip,1,80,2,melee,2,ranged,1,,
140014,14001,4,沙鼠,monster,normal,nature,5,1,gerbip,1,100,2,melee,2,ranged,1,,
140015,14001,5,沙鼠,monster,normal,nature,5,1,gerbip,1,120,2,melee,2,ranged,2,,
140021,14002,1,蘑菇怪,monster,normal,nature,4,1,mushrhum,2,40,2,melee,2,,,,
140022,14002,2,蘑菇怪,monster,normal,nature,5,1,mushrhum,2,60,2,melee,2,,,,
140023,14002,3,蘑菇怪,monster,normal,nature,4,1,mushrhum,2,80,2,melee,2,shield,1,,
140024,14002,4,蘑菇怪,monster,normal,nature,3,1,mushrhum,2,100,2,melee,2,shield,2,,
140025,14002,5,蘑菇怪,monster,normal,nature,3,1,mushrhum,2,120,2,melee,1,shield,2,aggro,0
140031,14003,1,火鸡,monster,normal,nature,4,1,kurtey,2,40,2,ranged,1,,,,
140032,14003,2,火鸡,monster,normal,nature,4,1,kurtey,2,60,2,ranged,2,,,,
140033,14003,3,火鸡,monster,normal,nature,4,1,kurtey,2,80,2,ranged,2,flying,0,,
140034,14003,4,火鸡,monster,normal,nature,4,1,kurtey,2,100,2,ranged,2,flying,0,crystal,1
140035,14003,5,火鸡,monster,normal,nature,4,1,kurtey,2,120,2,ranged,3,flying,0,crystal,1
140041,14004,1,奶油蝙蝠,monster,rare,nature,3,1,butterbat,3,80,2,magic,1,flying,0,,
140042,14004,2,奶油蝙蝠,monster,rare,nature,3,1,butterbat,3,120,2,magic,1,flying,0,heal,1
140043,14004,3,奶油蝙蝠,monster,rare,nature,4,1,butterbat,3,160,2,magic,1,flying,0,heal,1
140044,14004,4,奶油蝙蝠,monster,rare,nature,4,1,butterbat,3,200,2,magic,2,flying,0,heal,1
140045,14004,5,奶油蝙蝠,monster,rare,nature,5,1,butterbat,3,240,2,magic,2,flying,0,heal,1
140046,14004,6,奶油蝙蝠,monster,rare,nature,6,1,butterbat,3,280,2,magic,2,flying,0,heal,1
140051,14005,1,花树精,monster,rare,nature,6,1,lapia,2,80,2,heal,1,,,,
140052,14005,2,花树精,monster,rare,nature,7,1,lapia,2,120,2,heal,1,,,,
140053,14005,3,花树精,monster,rare,nature,6,1,lapia,2,160,2,heal,2,,,,
140054,14005,4,花树精,monster,rare,nature,7,1,lapia,2,200,2,heal,2,,,,
140055,14005,5,花树精,monster,rare,nature,8,1,lapia,2,240,2,heal,2,,,,
140056,14005,6,花树精,monster,rare,nature,8,1,lapia,2,280,2,heal,3,,,,
140061,14006,1,狼蛛,monster,rare,nature,4,1,furryspider,1,80,2,ranged,1,,,,
140062,14006,2,狼蛛,monster,rare,nature,5,1,furryspider,1,120,2,ranged,1,,,,
140063,14006,3,狼蛛,monster,rare,nature,5,1,furryspider,1,160,2,ranged,2,,,,
140064,14006,4,狼蛛,monster,rare,nature,3,1,furryspider,1,200,2,ranged,2,entangle,0,,
140065,14006,5,狼蛛,monster,rare,nature,4,1,furryspider,1,240,2,ranged,2,entangle,0,,
140066,14006,6,狼蛛,monster,rare,nature,4,1,furryspider,1,280,2,ranged,3,entangle,0,,
140071,14007,1,鳄鱼熊,monster,rarity,nature,6,1,polar_lizard,3,160,2,melee,3,,,,
140072,14007,2,鳄鱼熊,monster,rarity,nature,7,1,polar_lizard,3,240,2,melee,3,,,,
140073,14007,3,鳄鱼熊,monster,rarity,nature,7,1,polar_lizard,3,320,2,melee,3,boost,2,,
140074,14007,4,鳄鱼熊,monster,rarity,nature,8,1,polar_lizard,3,400,2,melee,4,boost,2,,
140075,14007,5,鳄鱼熊,monster,rarity,nature,8,1,polar_lizard,3,480,2,melee,4,boost,2,cleave,0
140076,14007,6,鳄鱼熊,monster,rarity,nature,8,1,polar_lizard,3,560,2,melee,4,boost,3,cleave,0
140077,14007,7,鳄鱼熊,monster,rarity,nature,8,1,polar_lizard,3,640,2,melee,5,boost,3,cleave,0
140081,14008,1,福洛克,monster,rarity,nature,6,1,frock,3,160,2,melee,1,shield,1,,
140082,14008,2,福洛克,monster,rarity,nature,6,1,frock,3,240,2,melee,2,shield,1,,
140083,14008,3,福洛克,monster,rarity,nature,7,1,frock,3,320,2,melee,2,shield,1,,
140084,14008,4,福洛克,monster,rarity,nature,7,1,frock,3,400,2,melee,2,shield,1,heal,1
140085,14008,5,福洛克,monster,rarity,nature,8,1,frock,3,480,2,melee,2,shield,1,heal,1
140086,14008,6,福洛克,monster,rarity,nature,8,1,frock,3,560,2,melee,2,shield,2,heal,1
140087,14008,7,福洛克,monster,rarity,nature,8,1,frock,3,640,2,melee,3,shield,2,heal,1
140091,14009,1,库库坎,monster,epic,nature,5,1,flying_snake,3,320,2,melee,2,ranged,2,flying,0
140092,14009,2,库库坎,monster,epic,nature,6,1,flying_snake,3,480,2,melee,2,ranged,2,flying,0
140093,14009,3,库库坎,monster,epic,nature,6,1,flying_snake,3,640,2,melee,2,ranged,3,flying,0
140094,14009,4,库库坎,monster,epic,nature,6,1,flying_snake,3,800,2,melee,3,ranged,3,flying,0
140095,14009,5,库库坎,monster,epic,nature,7,1,flying_snake,3,960,2,melee,3,ranged,3,flying,0
140096,14009,6,库库坎,monster,epic,nature,7,1,flying_snake,3,1120,2,melee,3,ranged,4,flying,0
140097,14009,7,库库坎,monster,epic,nature,8,1,flying_snake,3,1280,2,melee,3,ranged,4,flying,0
140098,14009,8,库库坎,monster,epic,nature,9,1,flying_snake,3,1440,2,melee,4,ranged,4,flying,0
140101,14010,1,电鳗,monster,rare,nature,4,1,eelectric,2,80,2,melee,1,thorns,1,,
140102,14010,2,电鳗,monster,rare,nature,4,1,eelectric,2,120,2,melee,2,thorns,1,,
140103,14010,3,电鳗,monster,rare,nature,4,1,eelectric,2,160,2,melee,2,thorns,2,,
140104,14010,4,电鳗,monster,rare,nature,4,1,eelectric,2,200,2,melee,2,thorns,2,crystal,1
140105,14010,5,电鳗,monster,rare,nature,5,1,eelectric,2,240,2,melee,2,thorns,2,crystal,1
140106,14010,6,电鳗,monster,rare,nature,5,1,eelectric,2,280,2,melee,2,thorns,3,crystal,1
140111,14011,1,贝利肯,monster,rarity,nature,3,1,belican,2,160,2,ranged,2,disease,1,cleave,0
140112,14011,2,贝利肯,monster,rarity,nature,3,1,belican,2,240,2,ranged,2,disease,2,cleave,0
140113,14011,3,贝利肯,monster,rarity,nature,4,1,belican,2,320,2,ranged,2,disease,2,cleave,0
140114,14011,4,贝利肯,monster,rarity,nature,4,1,belican,2,400,2,ranged,3,disease,2,cleave,0
140115,14011,5,贝利肯,monster,rarity,nature,5,1,belican,2,480,2,ranged,3,disease,2,cleave,0
140116,14011,6,贝利肯,monster,rarity,nature,6,1,belican,2,560,2,ranged,3,disease,2,cleave,0
140117,14011,7,贝利肯,monster,rarity,nature,6,1,belican,2,640,2,ranged,4,disease,2,cleave,0
140121,14012,1,剑齿虎,monster,rarity,nature,4,1,tiker,2,160,2,melee,3,,,,
140122,14012,2,剑齿虎,monster,rarity,nature,5,1,tiker,2,240,2,melee,3,,,,
140123,14012,3,剑齿虎,monster,rarity,nature,5,1,tiker,2,320,2,melee,4,,,,
140124,14012,4,剑齿虎,monster,rarity,nature,6,1,tiker,2,400,2,melee,4,,,,
140125,14012,5,剑齿虎,monster,rarity,nature,5,1,tiker,2,480,2,melee,4,cautious,0,,
140126,14012,6,剑齿虎,monster,rarity,nature,6,1,tiker,2,560,2,melee,4,cautious,0,,
140127,14012,7,剑齿虎,monster,rarity,nature,6,1,tiker,2,640,2,melee,5,cautious,0,,
140131,14013,1,夜鲨,monster,rarity,nature,7,1,sabershark,6,160,2,melee,6,aggro,0,,
140132,14013,2,夜鲨,monster,rarity,nature,8,1,sabershark,6,240,2,melee,6,aggro,0,,
140133,14013,3,夜鲨,monster,rarity,nature,8,1,sabershark,6,320,2,melee,7,aggro,0,,
140134,14013,4,夜鲨,monster,rarity,nature,9,1,sabershark,6,400,2,melee,7,aggro,0,,
140135,14013,5,夜鲨,monster,rarity,nature,10,1,sabershark,6,480,2,melee,7,aggro,0,,
140136,14013,6,夜鲨,monster,rarity,nature,12,1,sabershark,6,560,2,melee,7,aggro,0,,
140137,14013,7,夜鲨,monster,rarity,nature,12,1,sabershark,6,640,2,melee,8,aggro,0,,
140141,14014,1,乌贼喷射者,monster,epic,nature,3,1,squidiver,2,320,2,heal,3,,,,
140142,14014,2,乌贼喷射者,monster,epic,nature,4,1,squidiver,2,480,2,heal,3,,,,
140143,14014,3,乌贼喷射者,monster,epic,nature,4,1,squidiver,2,640,2,heal,3,crystal,1,,
140144,14014,4,乌贼喷射者,monster,epic,nature,6,1,squidiver,2,800,2,heal,3,crystal,1,,
140145,14014,5,乌贼喷射者,monster,epic,nature,6,1,squidiver,2,960,2,heal,3,crystal,1,entangle,0
140146,14014,6,乌贼喷射者,monster,epic,nature,7,1,squidiver,2,1120,2,heal,3,crystal,1,entangle,0
140147,14014,7,乌贼喷射者,monster,epic,nature,8,1,squidiver,2,1280,2,heal,3,crystal,1,entangle,0
140148,14014,8,乌贼喷射者,monster,epic,nature,8,1,squidiver,2,1440,2,heal,4,crystal,1,entangle,0
140151,14015,1,王子蘑菇,monster,epic,nature,8,1,kingmushrhum,2,320,2,aggro,0,,,,
140152,14015,2,王子蘑菇,monster,epic,nature,10,1,kingmushrhum,2,480,2,aggro,0,,,,
140153,14015,3,王子蘑菇,monster,epic,nature,11,1,kingmushrhum,2,640,2,aggro,0,,,,
140154,14015,4,王子蘑菇,monster,epic,nature,13,1,kingmushrhum,2,800,2,aggro,0,,,,
140155,14015,5,王子蘑菇,monster,epic,nature,14,1,kingmushrhum,2,960,2,aggro,0,,,,
140156,14015,6,王子蘑菇,monster,epic,nature,16,1,kingmushrhum,2,1120,2,aggro,0,,,,
140157,14015,7,王子蘑菇,monster,epic,nature,18,1,kingmushrhum,2,1280,2,aggro,0,,,,
140158,14015,8,王子蘑菇,monster,epic,nature,20,1,kingmushrhum,2,1440,2,aggro,0,,,,
140161,14016,1,铠蛛,monster,normal,nature,3,1,armor_spider,3,40,2,ranged,2,shield,1,,
140162,14016,2,铠蛛,monster,normal,nature,4,1,armor_spider,3,60,2,ranged,2,shield,1,,
140163,14016,3,铠蛛,monster,normal,nature,4,1,armor_spider,3,80,2,ranged,3,shield,1,,
140164,14016,4,铠蛛,monster,normal,nature,5,1,armor_spider,3,100,2,ranged,3,shield,1,,
140165,14016,5,铠蛛,monster,normal,nature,5,1,armor_spider,3,120,2,ranged,3,shield,2,,
140171,14017,1,恢复蘑菇,monster,normal,nature,4,1,healmushrhum,3,40,2,heal,1,stealth,0,,
140172,14017,2,恢复蘑菇,monster,normal,nature,5,1,healmushrhum,3,60,2,heal,1,stealth,0,,
140173,14017,3,恢复蘑菇,monster,normal,nature,4,1,healmushrhum,3,80,2,heal,2,stealth,0,,
140174,14017,4,恢复蘑菇,monster,normal,nature,5,1,healmushrhum,3,100,2,heal,2,stealth,0,,
140175,14017,5,恢复蘑菇,monster,normal,nature,5,1,healmushrhum,3,120,2,heal,3,stealth,0,,
140181,14018,1,机警的火鸡,monster,rare,nature,1,1,vigilant_turkey,2,80,2,ranged,2,opportunity,0,,
140182,14018,2,机警的火鸡,monster,rare,nature,2,1,vigilant_turkey,2,120,2,ranged,2,opportunity,0,,
140183,14018,3,机警的火鸡,monster,rare,nature,3,1,vigilant_turkey,2,160,2,ranged,2,opportunity,0,,
140184,14018,4,机警的火鸡,monster,rare,nature,3,1,vigilant_turkey,2,200,2,ranged,3,opportunity,0,,
140185,14018,5,机警的火鸡,monster,rare,nature,4,1,vigilant_turkey,2,240,2,ranged,3,opportunity,0,,
140186,14018,6,机警的火鸡,monster,rare,nature,4,1,vigilant_turkey,2,280,2,ranged,4,opportunity,0,,
140191,14019,1,尖叫电鳗,monster,rare,nature,5,1,cryeel,3,80,2,thorns,1,aggro,0,,
140192,14019,2,尖叫电鳗,monster,rare,nature,5,1,cryeel,3,120,2,thorns,2,aggro,0,,
140193,14019,3,尖叫电鳗,monster,rare,nature,6,1,cryeel,3,160,2,thorns,2,aggro,0,,
140194,14019,4,尖叫电鳗,monster,rare,nature,7,1,cryeel,3,200,2,thorns,2,aggro,0,,
140195,14019,5,尖叫电鳗,monster,rare,nature,8,1,cryeel,3,240,2,thorns,2,aggro,0,,
140196,14019,6,尖叫电鳗,monster,rare,nature,8,1,cryeel,3,280,2,thorns,3,aggro,0,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
150011,15001,1,石甲虫,monster,normal,chaos,4,1,staglamite,2,40,2,melee,2,,,,
150012,15001,2,石甲虫,monster,normal,chaos,5,1,staglamite,2,60,2,melee,2,,,,
150013,15001,3,石甲虫,monster,normal,chaos,5,1,staglamite,2,80,2,melee,2,boost,2,,
150014,15001,4,石甲虫,monster,normal,chaos,5,1,staglamite,2,100,2,melee,2,boost,3,,
150015,15001,5,石甲虫,monster,normal,chaos,6,1,staglamite,2,120,2,melee,2,boost,3,,
150021,15002,1,布罗格洛吉特,monster,normal,chaos,4,1,bloglodyte,2,40,2,magic,1,,,,
150022,15002,2,布罗格洛吉特,monster,normal,chaos,3,1,bloglodyte,2,60,2,magic,2,,,,
150023,15002,3,布罗格洛吉特,monster,normal,chaos,3,1,bloglodyte,2,80,2,magic,2,crystal,1,,
150024,15002,4,布罗格洛吉特,monster,normal,chaos,4,1,bloglodyte,2,100,2,magic,2,crystal,1,,
150025,15002,5,布罗格洛吉特,monster,normal,chaos,4,1,bloglodyte,2,120,2,magic,2,crystal,1,reflect,0
150031,15003,1,一堆粘稠物,monster,normal,chaos,6,1,pileogoo,3,40,2,melee,2,,,,
150032,15003,2,一堆粘稠物,monster,normal,chaos,6,1,pileogoo,3,60,2,melee,2,disease,1,,
150033,15003,3,一堆粘稠物,monster,normal,chaos,7,1,pileogoo,3,80,2,melee,2,disease,1,,
150034,15003,4,一堆粘稠物,monster,normal,chaos,7,1,pileogoo,3,100,2,melee,2,disease,2,,
150035,15003,5,一堆粘稠物,monster,normal,chaos,7,1,pileogoo,3,120,2,melee,2,disease,3,,
150041,15004,1,熔岩软泥,monster,rare,chaos,5,1,lava_ooze,2,80,2,melee,2,,,,
150042,15004,2,熔岩软泥,monster,rare,chaos,4,1,lava_ooze,2,120,2,melee,2,reach,0,,
150043,15004,3,熔岩软泥,monster,rare,chaos,4,1,lava_ooze,2,160,2,melee,2,reach,0,crystal,1
150044,15004,4,熔岩软泥,monster,rare,chaos,4,1,lava_ooze,2,200,2,melee,3,reach,0,crystal,1
150045,15004,5,熔岩软泥,monster,rare,chaos,5,1,lava_ooze,2,240,2,melee,3,reach,0,crystal,1
150046,15004,6,熔岩软泥,monster,rare,chaos,5,1,lava_ooze,2,280,2,melee,4,reach,0,crystal,1
150051,15005,1,疯牛,monster,rare,chaos,5,1,zombull,3,80,2,melee,2,thrash,1,,
150052,15005,2,疯牛,monster,rare,chaos,5,1,zombull,3,120,2,melee,3,thrash,1,,
150053,15005,3,疯牛,monster,rare,chaos,5,1,zombull,3,160,2,melee,3,thrash,2,,
150054,15005,4,疯牛,monster,rare,chaos,6,1,zombull,3,200,2,melee,3,thrash,2,,
150055,15005,5,疯牛,monster,rare,chaos,6,1,zombull,3,240,2,melee,3,thrash,3,,
150056,15005,6,疯牛,monster,rare,chaos,6,1,zombull,3,280,2,melee,4,thrash,3,,
150061,15006,1,大骨头,monster,rare,chaos,7,1,skeleton,3,80,2,melee,2,,,,
150062,15006,2,大骨头,monster,rare,chaos,7,1,skeleton,3,120,2,melee,3,,,,
150063,15006,3,大骨头,monster,rare,chaos,7,1,skeleton,3,160,2,melee,4,,,,
150064,15006,4,大骨头,monster,rare,chaos,7,1,skeleton,3,200,2,melee,4,swap,0,,
150065,15006,5,大骨头,monster,rare,chaos,8,1,skeleton,3,240,2,melee,4,swap,0,,
150066,15006,6,大骨头,monster,rare,chaos,8,1,skeleton,3,280,2,melee,5,swap,0,,
150071,15007,1,侍僧,monster,rarity,chaos,4,1,acolyte,3,160,2,magic,2,,,,
150072,15007,2,侍僧,monster,rarity,chaos,5,1,acolyte,3,240,2,magic,2,,,,
150073,15007,3,侍僧,monster,rarity,chaos,6,1,acolyte,3,320,2,magic,2,,,,
150074,15007,4,侍僧,monster,rarity,chaos,6,1,acolyte,3,400,2,magic,2,reflect,0,,
150075,15007,5,侍僧,monster,rarity,chaos,7,1,acolyte,3,480,2,magic,2,reflect,0,,
150076,15007,6,侍僧,monster,rarity,chaos,8,1,acolyte,3,560,2,magic,2,reflect,0,,
